mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,197,199,200,201,202,n_gl
stroke,Drug,clopidogrel,4,,,,,1,3,,4
stroke,Drug,aspirin,3,,,,,1,2,,3
stroke,Biological,botulinum toxin type a,2,,,,,1,1,,2
stroke,Device,revealâ® xt insertable cardiac monitor,2,,,,,,2,,2
stroke,Drug,"aspirinâ® , clopidogrelâ® , atorvastatinâ®",2,,,,,,2,,2
stroke,Drug,aspirinï¼œchinese herbsï¼›,2,,,,,,2,,2
stroke,Drug,cerebrolysin,2,,,,,,2,,2
stroke,Drug,"ð¾ral intake of study drug capsules; study drug - cardionat â® (trimethylhydrazinium propionate dihydrate), oral capsules 250 mg",2,,,,,,2,,2
stroke,Drug,ginkgolides meglumine injection,2,,,,,,2,,2
stroke,Drug,naoxintong capsule,2,,,,,,2,,2
stroke,placebo,clopidogrel placebo,2,,,,,1,1,,2
subarachnoid hemorrhage,Drug,propofol,2,,,,,,2,,2
substance-related disorders,placebo,placebo,7,1,2,,,2,7,1,10
substance-related disorders,Drug,buprenorphine,4,,,,,2,2,,4
substance-related disorders,Drug,buprenorphine/naloxone,3,,,,,2,1,,3
substance-related disorders,Drug,naloxone,3,,,,,2,1,,3
substance-related disorders,Drug,quetiapine,1,1,1,,,1,1,1,3
substance-related disorders,Drug,apo-oxycodone crâ®,2,,,,,,2,,2
substance-related disorders,Drug,oxyneoâ®,2,,,,,,2,,2
substance-related disorders,Drug,pegylated interferon,2,,,,,2,,,2
substance-related disorders,Drug,varenicline,2,,,,,,2,,2
substance withdrawal syndrome,Drug,pregabalin,1,,1,,,,2,,2
substance withdrawal syndrome,placebo,placebo,1,,1,,,,2,,2
suicidal ideation,Drug,ketamine,2,,1,,,,3,,3
suicidal ideation,placebo,placebo,3,,,,,,3,,3
suicidal ideation,Drug,midazolam,2,,,,,,2,,2
surgical wound,Drug,ropivacaine,1,1,,,,,1,1,2
surgical wound infection,Drug,cefuroxime,2,,,,,1,1,,2
surgical wound infection,Drug,co-amoxiclav,2,,,,,,2,,2
surgical wound infection,Drug,teicoplanin,2,,,,,1,1,,2
syndrome,placebo,placebo,52,2,7,,,20,39,2,61
syndrome,Drug,clopidogrel,8,,3,,,1,10,,11
syndrome,Drug,ticagrelor,8,,3,,,,11,,11
syndrome,Drug,metformin,6,1,2,,,5,3,1,9
syndrome,Drug,atorvastatin,7,,,,,2,5,,7
syndrome,Drug,rosuvastatin,7,,,,,2,5,,7
syndrome,Drug,deferasirox,4,,1,,,,5,,5
syndrome,Drug,pioglitazone,4,,1,,,4,1,,5
syndrome,Drug,pramipexole,5,,,,,4,1,,5
syndrome,Drug,prasugrel,4,,1,,,,5,,5
syndrome,Drug,aspirin,4,,,,,1,3,,4
syndrome,Drug,duloxetine,4,,,,,2,2,,4
syndrome,Drug,tacrolimus,4,,,,,,4,,4
syndrome,Drug,clonidine,2,1,,,,1,1,1,3
syndrome,Drug,dexamethasone,2,,1,,,,3,,3
syndrome,Drug,ezetimibe,3,,,,,,3,,3
syndrome,Drug,letrozole,3,,,,,,3,,3
syndrome,Drug,morphine,3,,,,,,3,,3
syndrome,Drug,prednisolone,1,,2,,,1,2,,3
syndrome,Drug,rotigotine,3,,,,,,3,,3
syndrome,Device,ekosonicâ® endovascular system,2,,,,,,2,,2
syndrome,Device,hyabakâ®,2,,,,,,2,,2
syndrome,Device,hydrabakâ®,2,,,,,,2,,2
syndrome,Device,thealoz duoâ®,2,,,,,,2,,2
syndrome,Dietary Supplement,inofolicâ®,,,2,,,,2,,2
syndrome,Drug,acetazolamide,2,,,,,2,,,2
syndrome,Drug,amlodipine,1,,1,,,2,,,2
syndrome,Drug,azacitidine,1,,1,,,,2,,2
syndrome,Drug,clomiphene,2,,,,,1,1,,2
syndrome,Drug,doxycycline,1,,1,,,,2,,2
syndrome,Drug,enoxaâ®,2,,,,,,2,,2
syndrome,Drug,ethinyl estradiol,2,,,,,,2,,2
syndrome,Drug,fluvastatin xlâ®,2,,,,,2,,,2
syndrome,Drug,gabapentin enacarbil,2,,,,,,2,,2
syndrome,Drug,generic clopidogrel (plavitorâ® ),2,,,,,,2,,2
syndrome,Drug,graliseâ®,2,,,,,,2,,2
syndrome,Drug,hydrochlorothiazide,2,,,,,2,,,2
syndrome,Drug,linaclotide,1,,1,,,,2,,2
syndrome,Drug,lovenoxâ®,2,,,,,,2,,2
syndrome,Drug,methadone,2,,,,,1,1,,2
syndrome,Drug,methylprednisolone,1,,1,,,,2,,2
syndrome,Drug,normal saline,1,,1,,,,2,,2
syndrome,Drug,original clopidogrel (plavixâ® ),2,,,,,,2,,2
syndrome,Drug,paroxetine cr,2,,,,,2,,,2
syndrome,Drug,pitavastatin,2,,,,,1,1,,2
syndrome,Drug,poractant alfa (curosurfâ®),2,,,,,2,,,2
syndrome,Drug,ramosetron,2,,,,,1,1,,2
syndrome,Drug,riluzole,2,,,,,,2,,2
syndrome,Drug,rosiglitazone,2,,,,,1,1,,2
syndrome,Drug,sevoflurane,2,,,,,,2,,2
syndrome,Drug,simvastatin,2,,,,,,2,,2
syndrome,Drug,sitagliptin,2,,,,,1,1,,2
syndrome,Drug,sodium oxybate,1,,1,,,1,1,,2
syndrome,Drug,somatropin,2,,,,,2,,,2
syndrome,Drug,verapamil,2,,,,,2,,,2
syndrome,placebo,metformin plus placebo,2,,,,,1,1,,2
syndrome,placebo,placebo capsule,2,,,,,,2,,2
syndrome,Procedure,stapled transanal resection (starr) with transtar (proximateâ®) 33 mm circular stapler,2,,,,,2,,,2
syndrome,Procedure,stenting using optimaxâ„¢,2,,,,,,2,,2
syndrome,Procedure,stenting using promus elementâ„¢ plus,2,,,,,,2,,2
systemic vasculitis,Drug,rituximab,1,,1,,,,2,,2
tachycardia,Device,freezorâ® cardiac cryoablation catheter cryoconsole system,2,,,,,,2,,2
tachycardia,Device,implantable cardiac defibrillator,2,,,,,2,,,2
tachycardia,Device,navistarâ® thermocoolâ® catheter,2,,,,,,2,,2
tachycardia,Drug,remifentanil,2,,,,,,2,,2
tachycardia,placebo,placebo,2,,,,,,2,,2
tachycardia,Procedure,catheter ablation,1,,1,,,,2,,2
tachycardia,Procedure,rf-ablation,2,,,,,1,1,,2
"tachycardia, atrioventricular nodal reentry",Device,freezorâ® cardiac cryoablation catheter cryoconsole system,2,,,,,,2,,2
"tachycardia, atrioventricular nodal reentry",Procedure,rf-ablation,2,,,,,1,1,,2
"tachycardia, ventricular",Device,implantable cardiac defibrillator,2,,,,,2,,,2
"tachycardia, ventricular",Device,navistarâ® thermocoolâ® catheter,2,,,,,,2,,2
"tachycardia, ventricular",Procedure,catheter ablation,1,,1,,,,2,,2
tardive dyskinesia,Drug,olanzapine,2,,,,,2,,,2
temporomandibular joint disorders,Drug,corticosteroid,2,,,,,,2,,2
temporomandibular joint dysfunction syndrome,Drug,corticosteroid,2,,,,,,2,,2
tendinopathy,Drug,methylprednisolone acetate,2,,,,,,2,,2
tennis elbow,Drug,naproxen,2,,,,,,2,,2
tension-type headache,Drug,euminzâ®,2,,,,,,2,,2
tetanus,Biological,acellular pertussis adsorbed,3,,,,,2,1,,3
tetanus,Biological,boostrixâ„¢,2,,,,,2,,,2
tetanus,Biological,boostrixâ®,2,,,,,2,,,2
tetanus,Biological,infanrix hexa,2,,,,,,2,,2
tetanus,Biological,menactraâ„¢,2,,,,,2,,,2
tetanus,Biological,tetanus,2,,,,,1,1,,2
tetanus,Biological,"tetanus toxoid, reduced diphtheria toxoid",2,,,,,,2,,2
tetany,Biological,acellular pertussis adsorbed,2,,,,,2,,,2
tetany,Biological,boostrixâ„¢,2,,,,,2,,,2
tetany,Biological,boostrixâ®,2,,,,,2,,,2
tetany,Biological,infanrix hexa,2,,,,,,2,,2
tetany,Biological,menactraâ„¢,2,,,,,2,,,2
thalassemia,Drug,deferasirox,5,,,,,2,3,,5
thalassemia,Drug,deferoxamine,2,,,,,2,,,2
thalassemia,Drug,pegasysâ® (peginterferon alfa-2a (40kd)) plus copegusâ® (ribavirin),2,,,,,2,,,2
thromboembolism,Drug,enoxaparin,3,,1,,,1,3,,4
thromboembolism,Drug,warfarin,3,,1,,,,4,,4
thromboembolism,Drug,aspirin,2,,1,,,1,2,,3
thromboembolism,Drug,rivaroxaban,3,,,,,,3,,3
thromboembolism,Other,genotype-guided dosing algorithm,3,,,,,,3,,3
thromboembolism,Drug,apixaban,2,,,,,,2,,2
thromboembolism,Drug,enoxaparin sodium,2,,,,,2,,,2
thromboembolism,Drug,fondaparinux,1,,1,,,,2,,2
thromboembolism,Drug,tinzaparin,2,,,,,1,1,,2
thromboembolism,Drug,urokinase,2,,,,,2,,,2
thromboembolism,Other,non-genotype-guided dosing algorithm,2,,,,,,2,,2
thrombosis,Drug,warfarin,6,,1,,,1,6,,7
thrombosis,Drug,rivaroxaban,5,,1,,,,6,,6
thrombosis,Drug,clopidogrel,4,,1,,,1,4,,5
thrombosis,placebo,placebo,3,,1,,,1,3,,4
thrombosis,Drug,aspirin,3,,,,,,3,,3
thrombosis,Drug,enoxaparin,3,,,,,1,2,,3
thrombosis,Device,ekosonicâ® endovascular system,2,,,,,,2,,2
thrombosis,Device,xience primeâ„¢,2,,,,,,2,,2
thrombosis,Device,xience vâ®,2,,,,,,2,,2
thrombosis,Device,xience vâ®/ xience primeâ„¢,2,,,,,,2,,2
thrombosis,Drug,apixaban,1,,1,,,,2,,2
thrombosis,Drug,desirudin,1,,1,,,1,1,,2
thrombosis,Drug,innohepâ®,2,,,,,2,,,2
thyroid diseases,Drug,levothyroxine,4,,1,,,,5,,5
thyroid diseases,placebo,placebo,4,,,,,,4,,4
tinea,Drug,luliconazole cream 1%,3,,,,,,3,,3
tinea,Drug,"naftinâ® cream, 2% (older pediatric cohort)",2,,,,,,2,,2
tinea,Drug,"naftinâ® cream, 2% (younger pediatric cohort)",2,,,,,,2,,2
tinea pedis,Drug,luliconazole cream 1%,2,,,,,,2,,2
tinnitus,Device,anm t30 crâ®-system,2,,,,,,2,,2
tobacco use disorder,placebo,placebo,9,,1,,,2,8,,10
tobacco use disorder,Drug,bupropion,8,,1,,,5,4,,9
tobacco use disorder,Drug,nicotine patch,8,,1,,,4,5,,9
tobacco use disorder,Drug,varenicline,5,,1,,,2,4,,6
tobacco use disorder,Drug,bupropion sr,4,,,,,2,2,,4
tobacco use disorder,Drug,nicotine lozenge,4,,,,,2,2,,4
tobacco use disorder,Drug,nicotine gum,3,,,,,2,1,,3
tobacco use disorder,Behavioral,smoking cessation counseling,2,,,,,,2,,2
tobacco use disorder,Behavioral,smoking cessation intervention,2,,,,,1,1,,2
tobacco use disorder,Drug,bupropion / lozenge,2,,,,,1,1,,2
tobacco use disorder,Drug,lozenge,2,,,,,1,1,,2
tonsillitis,Drug,dexmedetomidine,1,,1,,,1,1,,2
"tooth, impacted",Procedure,control,2,,,,,,2,,2
toothache,Drug,paracetamol 1000 mg,2,,,,,,2,,2
toothache,placebo,placebo,2,,,,,,2,,2
torticollis,Biological,botulinum toxin type a,2,,1,,,3,,,3
torticollis,Biological,xeominâ®,2,,,,,,2,,2
torticollis,Drug,botoxâ® (onabotulinumtoxina),2,,,,,,2,,2
torticollis,Drug,dysportâ® (abobotulinumtoxina),2,,,,,,2,,2
tourette syndrome,placebo,placebo,2,,,,,,2,,2
toxemia,placebo,placebo,3,,,,,2,1,,3
toxemia,Drug,dexmedetomidine,1,,1,,,,2,,2
toxemia,Drug,meropenem,2,,,,,1,1,,2
toxemia,Drug,rheosorbilactâ®,2,,,,,,2,,2
toxemia,Drug,smoflipid â®,2,,,,,,2,,2
trachoma,Drug,azithromycin,2,,,,,1,1,,2
transposition of great vessels,Drug,eplerenone,1,,1,,,,2,,2
tremor,Drug,memantine,2,,,,,1,1,,2
tremor,Drug,pregabalin,2,,,,,1,1,,2
trichomonas vaginitis,Drug,gynomaxâ® xl vaginal ovule,2,,,,,,2,,2
trigeminal neuralgia,Device,low intensity low frequency surface acoustic wave ultrasound (painshieldâ„¢),2,,,,,,2,,2
tuberculosis,Drug,lopinavir,3,,1,,,,4,,4
tuberculosis,Drug,efavirenz,1,,2,,,1,2,,3
tuberculosis,Drug,isoniazid,3,,,,,2,1,,3
tuberculosis,Device,t-spot.tbâ®,2,,,,,,2,,2
tuberculosis,Drug,nevirapine,1,,1,,,1,1,,2
tuberculosis,Drug,ritonavir,1,,1,,,,2,,2
turner syndrome,Drug,somatropin,3,,,,,2,1,,3
turner syndrome,Device,norditropin nordiflexâ®,2,,,,,,2,,2
typhoid fever,Biological,typhoid vi vaccine,4,,,,,4,,,4
typhoid fever,Biological,hepatitis a vaccine,2,,,,,2,,,2
ulcer,Drug,omeprazole,4,1,,,,2,2,1,5
ulcer,placebo,placebo,4,,1,,,1,4,,5
ulcer,Biological,santyl,2,,1,,,,3,,3
ulcer,Biological,collagenase santylâ® ointment,2,,,,,,2,,2
ulcer,Biological,solositeâ®,,,2,,,,2,,2
ulcer,Device,aquacelâ® ag,2,,,,,,2,,2
ulcer,Device,argon plasma coagulation,2,,,,,,2,,2
ulcer,Device,"negative pressure wound therapy (vacuum-assisted closure system [v.a.c.â® therapyâ„¢, kci medical canada inc., mississauga, ontario])",,,2,,,,2,,2
ulcer,Device,regenercellâ„¢ autologous cell harvesting device,2,,,,,,2,,2
ulcer,Device,urgotulâ® silver,2,,,,,,2,,2
ulcer,Drug,aspirin,2,,,,,2,,,2
ulcer,Drug,"esomeprazole (nexiumâ®, astrazeneca ab, sã¶dertã¤lje, sweden)",2,,,,,,2,,2
ulcer,Drug,famotidine,2,,,,,1,1,,2
ulcer,Drug,golimumab,2,,,,,,1,1,2
ulcer,Drug,infliximab,2,,,,,,1,1,2
ulcer,Drug,integraâ„¢ flowable matrix (collagen),,,2,,,,2,,2
ulcer,Drug,mesalamine,2,,,,,,2,,2
ulcer,Drug,mesalazine,2,,,,,,2,,2
ulcer,Drug,mmx mesalamine,2,,,,,1,1,,2
ulcer,Drug,pantoprazole,2,,,,,1,1,,2
ulcer,Drug,ropivacaã¯ne,2,,,,,,2,,2
ulcer,Drug,santyl,2,,,,,,2,,2
ulcer,Drug,vedolizumab,1,1,,,,,1,1,2
ulcer,Other,grafixprimeâ®,2,,,,,,2,,2
ulcer,Other,truskinâ®,,,2,,,,2,,2
ulcer,Other,usual care,1,,1,,,,2,,2
ulcer,Other,wound cover,,,2,,,,2,,2
unconsciousness,Drug,propofol,2,1,,,,,2,1,3
unconsciousness,Drug,dexmedetomidine,1,1,,,,,1,1,2
unconsciousness,Drug,sevoflurane,1,1,,,,,1,1,2
ureteral calculi,Drug,nã©fopam,2,,,,,2,,,2
ureteral calculi,Drug,silodosin,1,,1,,,,2,,2
ureteral calculi,Drug,tamsulosin,1,,1,,,,2,,2
ureteral calculi,placebo,placebo,2,,,,,,2,,2
ureterolithiasis,Drug,nã©fopam,2,,,,,2,,,2
ureterolithiasis,Drug,silodosin,1,,1,,,,2,,2
ureterolithiasis,Drug,tamsulosin,1,,1,,,,2,,2
ureterolithiasis,placebo,placebo,2,,,,,,2,,2
"urinary bladder, neurogenic",placebo,placebo,2,,,,,,2,,2
"urinary bladder, overactive",placebo,placebo,22,,6,,,3,25,,28
"urinary bladder, overactive",Drug,solifenacin,12,,1,,,2,11,,13
"urinary bladder, overactive",Drug,fesoterodine,8,,1,,,,9,,9
"urinary bladder, overactive",Drug,mirabegron,7,,,,,,7,,7
"urinary bladder, overactive",Drug,solifenacin succinate,6,,1,,,3,4,,7
"urinary bladder, overactive",Drug,trospium chloride,4,,,,,1,3,,4
"urinary bladder, overactive",Biological,onabotulinumtoxina,2,,,,,,2,,2
"urinary bladder, overactive",Device,urgent pc neuromodulation system,2,,,,,2,,,2
"urinary bladder, overactive",Drug,belladonna,1,,1,,,,2,,2
"urinary bladder, overactive",Drug,fesoterodine fumarate,1,,1,,,,2,,2
"urinary bladder, overactive",Drug,tamsulosin,2,,,,,,2,,2
"urinary bladder, overactive",Drug,tamsulosin hydrochloride,2,,,,,,2,,2
"urinary bladder, overactive",Drug,tolterodine,2,,,,,2,,,2
"urinary bladder, overactive",Drug,tolterodine er,1,,1,,,,2,,2
urinary incontinence,Drug,solifenacin succinate,3,,,,,2,1,,3
urinary incontinence,placebo,placebo,3,,,,,1,2,,3
urinary incontinence,Biological,onabotulinumtoxina,2,,,,,,2,,2
urinary incontinence,Device,advantage â„¢ system,2,,,,,2,,,2
urinary incontinence,Device,prefyx ppsâ„¢ system,2,,,,,2,,,2
urinary incontinence,Drug,desmopressin melt form 120 î¼g,2,,,,,,2,,2
urinary incontinence,Drug,solifenacin,2,,,,,,2,,2
"urinary incontinence, stress",Device,advantage â„¢ system,2,,,,,2,,,2
"urinary incontinence, stress",Device,prefyx ppsâ„¢ system,2,,,,,2,,,2
"urinary incontinence, stress",placebo,placebo,2,,,,,,2,,2
"urinary incontinence, urge",placebo,placebo,1,,1,,,,2,,2
urinary tract infections,Drug,nitrofurantoin,4,,,,,1,3,,4
urinary tract infections,Drug,trimethoprim,3,,,,,,3,,3
urinary tract infections,placebo,placebo,3,,,,,,3,,3
urinary tract infections,Drug,ciprofloxacin,2,,,,,,2,,2
urinary tract infections,Drug,doripenem,2,,,,,,2,,2
urinary tract infections,Drug,fosfomycin-trometamol,2,,,,,,2,,2
urolithiasis,placebo,placebo,1,,1,,,,2,,2
urticaria,Drug,desloratadine,7,,1,,,6,2,,8
urticaria,placebo,placebo,5,,1,,,3,3,,6
urticaria,Drug,cetirizine,2,,1,,,2,1,,3
urticaria,Drug,omalizumab,3,,,,,,3,,3
urticaria,Drug,bilastine,2,,,,,,2,,2
urticaria,Drug,levocetirizine,2,,,,,1,1,,2
uterine cervical neoplasms,Biological,cervarixâ®,2,,,,,,2,,2
uterine cervical neoplasms,Biological,"cervarixâ®, glaxosmithkline",2,,,,,,2,,2
uterine cervical neoplasms,Biological,gardasilâ® hpv vaccine,2,,,,,,2,,2
uterine hemorrhage,Drug,medroxyprogesterone 17-acetate,1,,1,,,,2,,2
uterine hemorrhage,placebo,placebo,1,,1,,,,2,,2
uterine inertia,Drug,oxytocin infusion,2,,,,,1,1,,2
uterine neoplasms,Device,contour seâ„¢ microspheres,2,,,,,2,,,2
uterine neoplasms,Device,embosphereâ® microspheres,2,,,,,2,,,2
uterine neoplasms,Dietary Supplement,forticareâ®.,2,,,,,,2,,2
vaginal diseases,Drug,metronidazole,2,,1,,,1,2,,3
vaginal diseases,Drug,clindamycin,2,,,,,,2,,2
vaginal diseases,Drug,gynomaxâ® xl vaginal ovule,2,,,,,,2,,2
vaginal diseases,Drug,lactoserum (dermacyd feminaâ®),2,,,,,2,,,2
vaginal diseases,placebo,placebo,2,,,,,,2,,2
vaginitis,Drug,gynomaxâ® xl vaginal ovule,2,,,,,,2,,2
"vaginosis, bacterial",Drug,metronidazole,2,,1,,,1,2,,3
"vaginosis, bacterial",Drug,clindamycin,2,,,,,,2,,2
"vaginosis, bacterial",Drug,gynomaxâ® xl vaginal ovule,2,,,,,,2,,2
"vaginosis, bacterial",Drug,lactoserum (dermacyd feminaâ®),2,,,,,2,,,2
"vaginosis, bacterial",placebo,placebo,2,,,,,,2,,2
varicose ulcer,Device,aquacelâ® ag,2,,,,,,2,,2
varicose ulcer,Device,urgotulâ® silver,2,,,,,,2,,2
varicose veins,Drug,glucose,2,,,,,,2,,2
varicose veins,Drug,polidocanol with glucose,2,,,,,,2,,2
varicose veins,Drug,varithenaâ®,2,,,,,,2,,2
vascular calcification,Drug,rivaroxaban,2,,,,,,2,,2
vascular diseases,Device,absoluteâ„¢: self-expandable peripheral nitinol stent,2,,,,,2,,,2
vascular diseases,Device,gore viabahnâ® endoprosthesis,2,,,,,,2,,2
vascular diseases,Device,lyostyptâ®,2,,,,,2,,,2
vascular diseases,Device,xience primeâ„¢,2,,,,,,2,,2
vascular diseases,Device,xience vâ®,2,,,,,,2,,2
vascular diseases,Device,xience vâ®/ xience primeâ„¢,2,,,,,,2,,2
vascular diseases,Drug,aflibercept,2,,,,,,2,,2
vascular diseases,Drug,aspirin,2,,,,,,2,,2
vascular diseases,Drug,cilostazol,2,,,,,1,1,,2
vascular diseases,Drug,clopidogrel,2,,,,,,2,,2
vascular diseases,Drug,macugenâ® pegaptanib sodium,2,,,,,,2,,2
vascular diseases,Drug,ranibizumab,2,,,,,1,1,,2
vascular diseases,Drug,testosterone,2,,,,,2,,,2
venous insufficiency,Drug,venocur triplexâ®,2,,,,,2,,,2
venous insufficiency,placebo,placebo,2,,,,,1,1,,2
venous thromboembolism,Other,genotype-guided dosing algorithm,3,,,,,,3,,3
venous thromboembolism,Drug,apixaban,2,,,,,,2,,2
venous thromboembolism,Drug,enoxaparin,1,,1,,,,2,,2
venous thromboembolism,Drug,enoxaparin sodium,2,,,,,2,,,2
venous thromboembolism,Drug,fondaparinux,1,,1,,,,2,,2
venous thromboembolism,Drug,rivaroxaban,2,,,,,,2,,2
venous thromboembolism,Drug,tinzaparin,2,,,,,1,1,,2
venous thromboembolism,Other,non-genotype-guided dosing algorithm,2,,,,,,2,,2
venous thrombosis,Drug,warfarin,4,,1,,,1,4,,5
venous thrombosis,Drug,rivaroxaban,3,,1,,,,4,,4
venous thrombosis,Drug,enoxaparin,3,,,,,1,2,,3
venous thrombosis,Device,ekosonicâ® endovascular system,2,,,,,,2,,2
venous thrombosis,Drug,apixaban,1,,1,,,,2,,2
venous thrombosis,Drug,innohepâ®,2,,,,,2,,,2
venous thrombosis,placebo,placebo,1,,1,,,1,1,,2
ventricular dysfunction,Drug,sildenafil,2,,,,,1,1,,2
ventricular dysfunction,Drug,valsartan,2,,,,,1,1,,2
"ventricular dysfunction, left",Drug,sildenafil,2,,,,,1,1,,2
"ventricular dysfunction, left",Drug,valsartan,2,,,,,1,1,,2
ventricular fibrillation,Device,implantable cardiac defibrillator,2,,,,,2,,,2
ventricular remodeling,placebo,placebo,3,,,,,,3,,3
vertigo,Drug,drops intilation (otocerumâ®),2,,,,,2,,,2
vertigo,Drug,drops intilation (taponoto â® ),2,,,,,2,,,2
viremia,Drug,lamivudine,2,,,,,,2,,2
virus diseases,placebo,placebo,4,,1,,,,5,,5
virus diseases,Drug,ribavirin,4,,,,,1,3,,4
virus diseases,Biological,"split-virion, non-adjuvanted h1n1 vaccine of 15 î¼g",2,,,,,,2,,2
virus diseases,Drug,peginterferon alfa-2a,2,,,,,1,1,,2
virus diseases,Drug,sofosbuvir,2,,,,,,2,,2
vitamin d deficiency,placebo,placebo,20,,2,,,,22,,22
vitamin d deficiency,Drug,vitamin d,8,1,,,,1,7,1,9
vitamin d deficiency,Drug,cholecalciferol,7,,,,,1,6,,7
vitamin d deficiency,Drug,vitamin d3,6,,,,,,6,,6
vitamin d deficiency,Dietary Supplement,cholecalciferol,3,,2,,,,5,,5
vitamin d deficiency,Dietary Supplement,vitamin d,4,,,,,,4,,4
vitamin d deficiency,Drug,ergocalciferol,3,,1,,,1,3,,4
vitamin d deficiency,Dietary Supplement,vitamin d3,3,,,,,,3,,3
vitamin d deficiency,Drug,calcitriol (rocaltrolâ®),2,,,,,,2,,2
vitamin d deficiency,Drug,paricalcitol,2,,,,,,2,,2
vitamin d deficiency,Drug,vitamin d supplementation,2,,,,,,2,,2
vitamin d deficiency,Drug,vitamin d2,2,,,,,,2,,2
vitamin d deficiency,Other,olive oil,2,,,,,,2,,2
vitreous hemorrhage,Procedure,vitrectomy,2,,,,,,2,,2
vomiting,Drug,ondansetron,18,,1,,,3,16,,19
vomiting,Drug,dexamethasone,17,,1,,,4,14,,18
vomiting,placebo,placebo,12,,1,,,1,12,,13
vomiting,Drug,aprepitant,9,,1,,,1,9,,10
vomiting,Drug,metoclopramide,6,,,,,1,5,,6
vomiting,Drug,palonosetron,5,,,,,2,3,,5
vomiting,Drug,normal saline,4,,,,,1,3,,4
vomiting,Drug,dexamethasone/ondansetron,3,,,,,,3,,3
vomiting,Drug,droperidol,2,,1,,,1,2,,3
vomiting,Drug,morphine,3,,,,,1,2,,3
vomiting,Drug,propofol,3,,,,,,3,,3
vomiting,Drug,saline,2,,1,,,1,2,,3
vomiting,Drug,comparator: ondansetron,2,,,,,2,,,2
vomiting,Drug,duration of treatment: 3 days,2,,,,,2,,,2
vomiting,Drug,granisetron,2,,,,,1,1,,2
vomiting,Drug,lidocaine,1,,1,,,,2,,2
vomiting,Drug,methylprednisolone,2,,,,,1,1,,2
vomiting,Drug,"mk0869, aprepitant",2,,,,,2,,,2
vomiting,Drug,"mk0869, aprepitant / duration of treatment: 3 days",2,,,,,2,,,2
vomiting,Drug,neostigmine,1,,1,,,,2,,2
vomiting,Drug,orifer fâ®,2,,,,,2,,,2
vomiting,Drug,paracetamol,2,,,,,,2,,2
vomiting,Drug,pregvitâ®,2,,,,,2,,,2
vomiting,Drug,sevoflurane,2,,,,,,2,,2
vomiting,Drug,sugammadex,1,,1,,,,2,,2
vomiting,Drug,tiganâ®,2,,,,,,2,,2
vulvovaginitis,Drug,gynomaxâ® xl vaginal ovule,2,,,,,,2,,2
warts,Drug,imiquimod,1,,1,,,1,1,,2
weight gain,placebo,placebo,5,,,,,2,3,,5
weight gain,Drug,metformin,2,,,,,,2,,2
weight gain,Drug,ziprasidone,1,,1,,,,2,,2
weight loss,placebo,placebo,7,,3,,,2,6,2,10
weight loss,Drug,liraglutide,3,,,,,,3,,3
weight loss,Dietary Supplement,globesâ®,2,,,,,,2,,2
weight loss,Drug,metformin,1,,1,,,,1,1,2
weight loss,Drug,orlistat,2,,,,,1,1,,2
wet macular degeneration,Drug,ranibizumab,5,,,,,,5,,5
wet macular degeneration,Drug,aflibercept,2,,,,,,2,,2
whooping cough,Biological,acellular pertussis adsorbed,4,,,,,2,2,,4
whooping cough,Biological,infanrix hexa,3,,,,,,3,,3
whooping cough,Biological,"",2,,,,,1,1,,2
whooping cough,Biological,boostrixâ„¢,2,,,,,2,,,2
whooping cough,Biological,boostrixâ®,2,,,,,2,,,2
whooping cough,Biological,diphtheria,2,,,,,1,1,,2
whooping cough,Biological,menactraâ„¢,2,,,,,2,,,2
whooping cough,Biological,pertussis vaccine,2,,,,,,2,,2
whooping cough,Biological,quinvaxem,2,,,,,,2,,2
whooping cough,Biological,"tetanus toxoid, reduced diphtheria toxoid",2,,,,,,2,,2
whooping cough,Biological,tetanus toxoids,2,,,,,1,1,,2
wound infection,Device,infinitâ® ptfe mesh (wl gore),2,,,,,,2,,2
wound infection,Drug,amoxicillin,,,2,,,,2,,2
wound infection,Drug,cefazolin,2,,,,,,2,,2
wound infection,Drug,cefuroxime,2,,,,,,2,,2
wound infection,Drug,co-amoxiclav,2,,,,,,2,,2
wound infection,Drug,daptomycin,1,,1,,,1,1,,2
wound infection,Drug,vancomycin,,,2,,,,2,,2
wound infection,placebo,placebo,1,,1,,,,2,,2
wounds and injuries,placebo,placebo,13,,2,,,4,11,,15
wounds and injuries,Drug,normal saline,4,,,,,1,3,,4
wounds and injuries,Drug,atorvastatin,3,,,,,1,2,,3
wounds and injuries,Device,aquacelâ® ag,2,,,,,,2,,2
wounds and injuries,Device,silverlonâ®,2,,,,,,2,,2
wounds and injuries,Drug,aspirin,,,2,,,,2,,2
wounds and injuries,Drug,daptomycin,1,,1,,,1,1,,2
wounds and injuries,Drug,"dexpanthenol (bepanthenâ® wund- und heilsalbe, bay81-2996)",2,,,,,2,,,2
wounds and injuries,Drug,dipyridamole,2,,,,,2,,,2
wounds and injuries,Drug,fentanyl ev,2,,,,,,2,,2
wounds and injuries,Drug,fentanyl sublingual,2,,,,,,2,,2
wounds and injuries,Drug,ibuprofen,2,,,,,1,1,,2
wounds and injuries,Drug,rosuvastatin,2,,,,,1,1,,2
wounds and injuries,Drug,saline,2,,,,,1,1,,2
