mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,198,199,200,201,202,203,n_gl
osteoarthritis,Drug,triamcinolone hexacetonide,2,,,,,,2,,,2
osteoarthritis,Drug,voltarenâ® gel,2,,,,,,2,,,2
osteoarthritis,Drug,voltarenâ® gel (diclofenac sodium topical gel) 1%,2,,,,,,2,,,2
osteoarthritis,Other,adalimumab (humiraâ®),2,,,,,,2,,,2
osteoarthritis,placebo,"comparator: celecoxib, placebo",2,,,,,2,,,,2
osteoarthritis,placebo,placebo gel,2,,,,,,2,,,2
"osteoarthritis, hip",placebo,placebo,9,,,,,3,6,,,9
"osteoarthritis, hip",Biological,tanezumab 2.5 mg,2,,,,,,2,,,2
"osteoarthritis, hip",Biological,tanezumab 5 mg,2,,,,,,2,,,2
"osteoarthritis, hip",Drug,naproxen,2,,,,,1,1,,,2
"osteoarthritis, knee",placebo,placebo,44,,1,,,18,27,,,45
"osteoarthritis, knee",Drug,celecoxib,5,,,,,3,2,,,5
"osteoarthritis, knee",Drug,duloxetine,5,,,,,2,3,,,5
"osteoarthritis, knee",Drug,lumiracoxib,5,,,,,5,,,,5
"osteoarthritis, knee",Drug,hyaluronic acid,4,,,,,1,3,,,4
"osteoarthritis, knee",Drug,ketoprofen in diractinâ®,4,,,,,4,,,,4
"osteoarthritis, knee",Biological,ampion,2,,1,,,,3,,,3
"osteoarthritis, knee",Biological,tanezumab,1,,2,,,1,2,,,3
"osteoarthritis, knee",Drug,diclofenac topical sodium gel 1%,3,,,,,3,,,,3
"osteoarthritis, knee",Drug,tramadol once a day,3,,,,,3,,,,3
"osteoarthritis, knee",Biological,ampionâ„¢,2,,,,,,2,,,2
"osteoarthritis, knee",Biological,platelet-rich plasma,2,,,,,,2,,,2
"osteoarthritis, knee",Biological,tanezumab 2.5 mg,2,,,,,,2,,,2
"osteoarthritis, knee",Biological,tanezumab 5 mg,2,,,,,,2,,,2
"osteoarthritis, knee",Device,cingalâ®,2,,,,,,2,,,2
"osteoarthritis, knee",Device,gel-200,2,,,,,2,,,,2
"osteoarthritis, knee",Device,monovisc,2,,,,,,2,,,2
"osteoarthritis, knee",Drug,chaddâ„¢ system),1,,1,,,2,,,,2
"osteoarthritis, knee",Drug,chondroitin sulfate,2,,,,,,2,,,2
"osteoarthritis, knee",Drug,cingal,2,,,,,,2,,,2
"osteoarthritis, knee",Drug,cosamin dsâ®,2,,,,,,2,,,2
"osteoarthritis, knee",Drug,diclofenac,1,,1,,,,2,,,2
"osteoarthritis, knee",Drug,diclofenac sodium gel 1%,2,,,,,,2,,,2
"osteoarthritis, knee",Drug,naproxen,2,,,,,1,1,,,2
"osteoarthritis, knee",Drug,nsaid,1,,1,,,,2,,,2
"osteoarthritis, knee",Drug,tds-943 (topical diclofenac sodium 4% spray),2,,,,,2,,,,2
"osteoarthritis, knee",Drug,thermoprofenâ„¢ (matrix transdermal ketoprofen,1,,1,,,2,,,,2
"osteoarthritis, knee",Drug,thermoprofenâ„¢ (matrix transdermal ketoprofen/chaddâ„¢ system),1,,1,,,2,,,,2
"osteoarthritis, knee",Drug,tramadol hcl contramidâ® once a day,2,,,,,2,,,,2
"osteoarthritis, knee",Drug,triamcinolone hexacetonide,2,,,,,,2,,,2
"osteoarthritis, knee",Drug,voltarenâ® gel (diclofenac sodium topical gel) 1%,2,,,,,,2,,,2
"osteoarthritis, knee",placebo,placebo gel,2,,,,,,2,,,2
osteonecrosis,placebo,placebo,1,,1,,,,2,,,2
osteoporosis,placebo,placebo,50,,3,,2,27,24,,,53
osteoporosis,Drug,zoledronic acid,19,,2,,,13,8,,,21
osteoporosis,Drug,alendronate,12,,2,,,11,3,,,14
osteoporosis,Drug,risedronate,12,,,,,7,5,,,12
osteoporosis,Drug,teriparatide,12,,,,1,7,4,,,12
osteoporosis,Drug,denosumab,10,,,,,3,7,,,10
osteoporosis,Dietary Supplement,calcium,4,,1,,,2,3,,,5
osteoporosis,Dietary Supplement,calcium carbonate,4,,1,,,2,3,,,5
osteoporosis,Dietary Supplement,vitamin d,5,,,,,3,2,,,5
osteoporosis,Drug,ibandronate,5,,,,,3,2,,,5
osteoporosis,Biological,denosumab,4,,,,,1,3,,,4
osteoporosis,Drug,boniva],4,,,,,3,1,,,4
osteoporosis,Drug,ibandronate [bonviva,4,,,,,3,1,,,4
osteoporosis,Drug,ibandronate [bonviva/boniva],4,,,,,3,1,,,4
osteoporosis,Drug,"mk0217, alendronate sodium",4,,,,1,3,,,,4
osteoporosis,Drug,odanacatib,2,,2,,,,4,,,4
osteoporosis,Dietary Supplement,cholecalciferol,3,,,,,2,1,,,3
osteoporosis,Drug,calcium,3,,,,,3,,,,3
osteoporosis,Drug,letrozole,3,,,,,2,1,,,3
osteoporosis,Drug,ono-5920,3,,,,,2,1,,,3
osteoporosis,Drug,raloxifene,3,,,,,3,,,,3
osteoporosis,Drug,risedronate sodium,3,,,,,2,1,,,3
osteoporosis,Biological,romosozumab,2,,,,,,2,,,2
osteoporosis,Dietary Supplement,elemental calcium,2,,,,,1,1,,,2
osteoporosis,Dietary Supplement,soy isoflavone,2,,,,,1,1,,,2
osteoporosis,Dietary Supplement,vitamin d3,1,,1,,,,2,,,2
osteoporosis,Drug,) cholecalciferol,2,,,,,2,,,,2
osteoporosis,Drug,actonelâ®,2,,,,,,2,,,2
osteoporosis,Drug,alendronate sodium,2,,,,,1,1,,,2
osteoporosis,Drug,alfacalcidol,2,,,,,2,,,,2
osteoporosis,Drug,alx1-11,2,,,,,2,,,,2
osteoporosis,Drug,arzoxifene,2,,,,,2,,,,2
osteoporosis,Drug,bazedoxifene,2,,,,,2,,,,2
osteoporosis,Drug,calcium supplement,2,,,,1,,1,,,2
osteoporosis,Drug,duration of treatment : 12 months,2,,,,,2,,,,2
osteoporosis,Drug,lasofoxifene,2,,,,,2,,,,2
osteoporosis,Drug,"mk0217a, alendronate sodium (",2,,,,,2,,,,2
osteoporosis,Drug,risedronate (hmr4003),2,,,,,2,,,,2
osteoporosis,Drug,romosozumab,2,,,,,,2,,,2
osteoporosis,Drug,vitamin d,2,,,,,2,,,,2
osteoporosis,Other,laboratory biomarker analysis,2,,,,,1,1,,,2
osteoporosis,placebo,placebo for odanacatib,1,,1,,,,2,,,2
osteoporosis,placebo,placebo teriparatide,2,,,,,1,1,,,2
"osteoporosis, postmenopausal",placebo,placebo,18,,,,2,7,9,,,18
"osteoporosis, postmenopausal",Drug,denosumab,6,,,,,1,5,,,6
"osteoporosis, postmenopausal",Drug,"mk0217, alendronate sodium",4,,,,1,3,,,,4
"osteoporosis, postmenopausal",Drug,teriparatide,4,,,,1,1,2,,,4
"osteoporosis, postmenopausal",Dietary Supplement,vitamin d,3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Drug,alendronate,3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Drug,boniva],3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Drug,ibandronate,3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Drug,ibandronate [bonviva,3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Drug,ibandronate [bonviva/boniva],3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Drug,risedronate,3,,,,,2,1,,,3
"osteoporosis, postmenopausal",Dietary Supplement,elemental calcium,2,,,,,1,1,,,2
"osteoporosis, postmenopausal",Drug,arzoxifene,2,,,,,2,,,,2
"osteoporosis, postmenopausal",Drug,risedronate (hmr4003),2,,,,,2,,,,2
"osteoporosis, postmenopausal",Drug,romosozumab,2,,,,,,2,,,2
"osteoporosis, postmenopausal",Drug,zoledronic acid,2,,,,,,2,,,2
osteosarcoma,Drug,cisplatin,2,,,,,2,,,,2
osteosarcoma,Drug,doxorubicin hydrochloride,2,,,,,2,,,,2
osteosarcoma,Procedure,conventional surgery,2,,,,,2,,,,2
otitis,placebo,placebo,4,,1,,,,5,,,5
otitis,Device,tympanostomy tubes,3,,1,,,3,1,,,4
otitis,Drug,moxidex otic solution,3,,1,,,3,1,,,4
otitis,Drug,df277,3,,,,,,3,,,3
otitis,Drug,df289,3,,,,,,3,,,3
otitis,Drug,df289 plus df277,3,,,,,,3,,,3
otitis,Drug,moxifloxacin otic solution,2,,1,,,2,1,,,3
otitis,Biological,pneumococcal conjugate vaccine gsk1024850a,2,,,,,,2,,,2
otitis,Drug,"al-60371, 0.3% otic suspension",2,,,,,,2,,,2
otitis,Drug,ar01,1,,1,,,,2,,,2
otitis,Drug,"exe844 sterile otic suspension, 0.3%",2,,,,,,2,,,2
otitis,Drug,fst-201 (dexamethasone 0.1%) otic suspension,,,2,,,,2,,,2
otitis,Drug,oto-201,2,,,,,,2,,,2
otitis,Drug,sham,2,,,,,,2,,,2
otitis,Drug,telithromycin (hmr3647),1,,1,,,2,,,,2
otitis,Procedure,tympanostomy tube insertion,2,,,,,,2,,,2
otitis externa,Drug,"al-60371, 0.3% otic suspension",2,,,,,,2,,,2
otitis externa,Drug,fst-201 (dexamethasone 0.1%) otic suspension,,,2,,,,2,,,2
otitis media,placebo,placebo,4,,,,,,4,,,4
otitis media,Device,tympanostomy tubes,2,,1,,,2,1,,,3
otitis media,Drug,moxidex otic solution,2,,1,,,2,1,,,3
otitis media,Biological,pneumococcal conjugate vaccine gsk1024850a,2,,,,,,2,,,2
otitis media,Drug,ar01,1,,1,,,,2,,,2
otitis media,Drug,df277,2,,,,,,2,,,2
otitis media,Drug,df289,2,,,,,,2,,,2
otitis media,Drug,df289 plus df277,2,,,,,,2,,,2
otitis media,Drug,"exe844 sterile otic suspension, 0.3%",2,,,,,,2,,,2
otitis media,Drug,moxifloxacin otic solution,1,,1,,,1,1,,,2
otitis media,Drug,oto-201,2,,,,,,2,,,2
otitis media,Drug,sham,2,,,,,,2,,,2
otitis media,Drug,telithromycin (hmr3647),1,,1,,,2,,,,2
otitis media,Procedure,tympanostomy tube insertion,2,,,,,,2,,,2
otitis media with effusion,Drug,oto-201,3,,,,,,3,,,3
otitis media with effusion,Drug,"exe844 sterile otic suspension, 0.3%",2,,,,,,2,,,2
otitis media with effusion,Drug,sham,2,,,,,,2,,,2
otitis media with effusion,Procedure,tympanostomy tube insertion,2,,,,,,2,,,2
ovarian hyperstimulation syndrome,Drug,cabergoline,3,,,,,,3,,,3
ovarian hyperstimulation syndrome,Drug,calcium dobesilate,2,,,,,,2,,,2
ovarian neoplasms,Drug,paclitaxel,16,,3,,,8,11,,,19
ovarian neoplasms,Drug,carboplatin,12,,4,,,8,8,,,16
ovarian neoplasms,placebo,placebo,7,1,2,,,2,8,,,10
ovarian neoplasms,Drug,cisplatin,4,,1,,,5,,,,5
ovarian neoplasms,Drug,topotecan,4,,,,,,4,,,4
ovarian neoplasms,Drug,pegylated liposomal doxorubicin hydrochloride,2,1,,,,1,1,1,,3
ovarian neoplasms,Other,quality-of-life assessment,2,1,,,,,2,1,,3
ovarian neoplasms,Biological,bevacizumab,1,1,,,,,1,1,,2
ovarian neoplasms,Drug,"aflibercept (ziv-aflibercept, ave0005, vegf trap, zaltrapâ®)",2,,,,,2,,,,2
ovarian neoplasms,Drug,amg 386,1,,1,,,,2,,,2
ovarian neoplasms,Drug,cyclophosphamide,1,,1,,,2,,,,2
ovarian neoplasms,Drug,dexamethasone,2,,,,,,2,,,2
ovarian neoplasms,Drug,doxil,2,,,,,,2,,,2
ovarian neoplasms,Drug,doxorubicin hcl liposome injection,2,,,,,2,,,,2
ovarian neoplasms,Drug,liposomal doxorubicin,1,,1,,,1,1,,,2
ovarian neoplasms,Drug,paclicalâ®,2,,,,,,2,,,2
ovarian neoplasms,Drug,taxolâ®,2,,,,,,2,,,2
ovarian neoplasms,Drug,topotecan hydrochloride,2,,,,,1,1,,,2
ovarian neoplasms,Drug,trabectedin,2,,,,,,2,,,2
ovarian neoplasms,Other,laboratory biomarker analysis,2,,,,,,2,,,2
ovarian neoplasms,placebo,amg 386 placebo,1,,1,,,,2,,,2
ovarian neoplasms,Procedure,quality-of-life assessment,2,,,,,2,,,,2
overweight,placebo,placebo,29,,2,,,11,19,1,,31
overweight,Drug,bupropion sr 360 mg,4,,,,,4,,,,4
overweight,Drug,day,4,,,,,4,,,,4
overweight,Drug,naltrexone sr 32 mg,4,,,,,4,,,,4
overweight,Behavioral,ancillary therapy,3,,,,,3,,,,3
overweight,Drug,liraglutide,3,,,,,,3,,,3
overweight,Drug,semaglutide,3,,,,,,,3,,3
overweight,Behavioral,usual care,2,,,,,,2,,,2
overweight,Dietary Supplement,obex,2,,,,,,2,,,2
overweight,Drug,lorcaserin 10 mg bid,1,1,,,,1,,1,,2
overweight,placebo,matching placebo,2,,,,,,2,,,2
overweight,placebo,matching placebo bid,1,1,,,,1,,1,,2
overweight,placebo,placebo (semaglutide),2,,,,,,,2,,2
pain,placebo,placebo,4,,,,,,4,,,4
pain,Drug,pregabalin,3,,,,,,3,,,3
pain,Drug,lacosamide,2,,,,,1,1,,,2
"pain, postoperative",placebo,placebo,46,3,3,,,17,33,2,,52
"pain, postoperative",Drug,bupivacaine,8,,1,,,1,8,,,9
"pain, postoperative",Drug,morphine,9,,,,,2,7,,,9
"pain, postoperative",Drug,ropivacaine,8,,1,,,,9,,,9
"pain, postoperative",Drug,ketamine,6,,,,,,6,,,6
"pain, postoperative",Drug,"mk0966, rofecoxib",5,,,,,5,,,,5
"pain, postoperative",Drug,n1539,5,,,,,,5,,,5
"pain, postoperative",Drug,normal saline,5,,,,,2,3,,,5
"pain, postoperative",Drug,pregabalin,5,,,,,2,3,,,5
"pain, postoperative",Drug,acetaminophen,3,1,,,,3,,1,,4
"pain, postoperative",Drug,dexmedetomidine,4,,,,,,4,,,4
"pain, postoperative",Drug,fentanyl,4,,,,,,4,,,4
"pain, postoperative",Drug,gabapentin,3,,1,,,2,2,,,4
"pain, postoperative",Drug,iv acetaminophen,3,,1,,,2,2,,,4
"pain, postoperative",Drug,lidocaine,4,,,,,,4,,,4
"pain, postoperative",Drug,saline,2,,2,,,1,3,,,4
"pain, postoperative",Drug,15 mcg,3,,,,,,3,,,3
"pain, postoperative",Drug,bupivacaine hcl,3,,,,,1,2,,,3
"pain, postoperative",Drug,ibuprofen,2,1,,,,1,1,1,,3
"pain, postoperative",Drug,levobupivacaine,1,,2,,,,3,,,3
"pain, postoperative",Drug,morphine sulfate,3,,,,,,3,,,3
"pain, postoperative",Drug,oxycodone hydrochloride),3,,,,,1,2,,,3
"pain, postoperative",Drug,paracetamol,3,,,,,,3,,,3
"pain, postoperative",Drug,sufentanil nanotab pca system,3,,,,,,3,,,3
"pain, postoperative",Drug,sufentanil nanotab pca system/15 mcg,3,,,,,,3,,,3
"pain, postoperative",placebo,intravenous placebo,3,,,,,,3,,,3
"pain, postoperative",Drug,celecoxib,2,,,,,,2,,,2
"pain, postoperative",Drug,dexmedetomidine 1î¼g.kg-1,2,,,,,,2,,,2
"pain, postoperative",Drug,dexmedetomidine 2î¼g.kg-1,2,,,,,,2,,,2
"pain, postoperative",Drug,diclofenac potassium (xp21l),2,,,,,2,,,,2
"pain, postoperative",Drug,dph 50 mg,2,,,,,,2,,,2
"pain, postoperative",Drug,etoricoxib,2,,,,,,2,,,2
"pain, postoperative",Drug,exparel,2,,,,,,2,,,2
"pain, postoperative",Drug,exparelâ®,,,2,,,,2,,,2
"pain, postoperative",Drug,indomethacin,2,,,,,,2,,,2
"pain, postoperative",Drug,ketorolac,2,,,,,1,1,,,2
"pain, postoperative",Drug,kg,2,,,,,1,1,,,2
"pain, postoperative",Drug,nã©fopam,2,,,,,2,,,,2
"pain, postoperative",Drug,naproxen sodium 440 mg,2,,,,,,2,,,2
"pain, postoperative",Drug,naproxen sodium 440 mg (bayh6689),2,,,,,,2,,,2
"pain, postoperative",Drug,nurofen plusâ®,2,,,,,2,,,,2
"pain, postoperative",Drug,oxycodone,2,,,,,,2,,,2
"pain, postoperative",Drug,oxycodone hcl,2,,,,,,2,,,2
"pain, postoperative",Drug,oxymorphone hcl,1,1,,,,,1,1,,2
"pain, postoperative",Drug,oxymorphone ir,2,,,,,1,1,,,2
"pain, postoperative",Drug,panadeineâ® extra,2,,,,,2,,,,2
"pain, postoperative",Drug,q8003 (morphine sulfate,2,,,,,1,1,,,2
"pain, postoperative",Drug,q8003 (morphine sulfate/oxycodone hydrochloride),2,,,,,1,1,,,2
"pain, postoperative",Drug,saberâ„¢-bupivacaine,2,,,,,,2,,,2
"pain, postoperative",Drug,saberâ®-bupivacaine,2,,,,,,2,,,2
"pain, postoperative",Drug,saline solution,1,,1,,,,2,,,2
"pain, postoperative",Drug,xaracoll,2,,,,,,2,,,2
"pain, postoperative",Other,saline,2,,,,,,2,,,2
"pain, postoperative",placebo,placebo sufentanil nanotab pca system,2,,,,,,2,,,2
"pain, postoperative",placebo,saberâ„¢-placebo,2,,,,,,2,,,2
pancreatic neoplasms,Drug,gemcitabine,11,1,4,,,7,8,1,,16
pancreatic neoplasms,Drug,gemcitabine hydrochloride,13,,1,,,12,2,,,14
pancreatic neoplasms,placebo,placebo,3,1,8,,,5,7,,,12
pancreatic neoplasms,Drug,fluorouracil,9,,,,,8,1,,,9
pancreatic neoplasms,Drug,capecitabine,4,,3,,,3,4,,,7
pancreatic neoplasms,Radiation,radiation therapy,5,,,,,4,1,,,5
pancreatic neoplasms,Drug,5-fluorouracil,2,,1,,,1,2,,,3
pancreatic neoplasms,Drug,cisplatin,3,,,,,2,1,,,3
pancreatic neoplasms,Drug,leucovorin calcium,3,,,,,2,1,,,3
pancreatic neoplasms,Drug,oxaliplatin,2,,1,,,1,2,,,3
pancreatic neoplasms,Biological,g17dt,2,,,,,2,,,,2
pancreatic neoplasms,Drug,"aflibercept (ziv-aflibercept, ave0005, vegf trap, zaltrapâ®)",,,2,,,2,,,,2
pancreatic neoplasms,Drug,daltã©parine,,,2,,,,2,,,2
pancreatic neoplasms,Drug,erlotinib hydrochloride,2,,,,,1,1,,,2
pancreatic neoplasms,Drug,leucovorin,2,,,,,,2,,,2
pancreatic neoplasms,Drug,ruxolitinib,,,2,,,,2,,,2
pancreatic neoplasms,Drug,virulizinâ®,2,,,,,2,,,,2
pancreatic neoplasms,Other,laboratory biomarker analysis,2,,,,,1,1,,,2
pancreatic neoplasms,Procedure,conventional surgery,1,,1,,,2,,,,2
pancreatic neoplasms,Procedure,surgery,1,,1,,,,2,,,2
pancreatitis,placebo,placebo,9,,1,,,3,6,1,,10
pancreatitis,Drug,indomethacin,3,,1,,,,3,1,,4
pancreatitis,Drug,lactated ringers solution,2,,,,,,2,,,2
pancreatitis,Drug,sa-001,2,,,,,1,1,,,2
pancreatitis,Drug,viokaseâ® 16,2,,,,,2,,,,2
"pancreatitis, chronic",placebo,placebo,7,,,,,3,4,,,7
"pancreatitis, chronic",Drug,sa-001,2,,,,,1,1,,,2
"pancreatitis, chronic",Drug,viokaseâ® 16,2,,,,,2,,,,2
panic disorder,Behavioral,cognitive behavioral therapy,2,,,,,1,1,,,2
panic disorder,Drug,paroxetine,2,,,,,2,,,,2
panic disorder,Drug,venlafaxine er,2,,,,,2,,,,2
pantothenate kinase-associated neurodegeneration,Drug,deferiprone oral solution,2,,,,,,2,,,2
panuveitis,Drug,lx211,3,,,,,3,,,,3
panuveitis,placebo,placebo,3,,,,,3,,,,3
papilloma,Biological,v501,2,,,,,,2,,,2
papillomavirus infections,Biological,"quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine",3,1,,,,2,2,,,4
papillomavirus infections,Biological,v503,4,,,,,,4,,,4
papillomavirus infections,placebo,placebo,4,,,,,1,3,,,4
papillomavirus infections,Biological,v501,3,,,,,1,2,,,3
papillomavirus infections,placebo,comparator: placebo,3,,,,,3,,,,3
papillomavirus infections,Biological,comparator: adacelâ„¢ (concomitant),2,,,,,,2,,,2
papillomavirus infections,Biological,comparator: adacelâ„¢ (non-concomitant),2,,,,,,2,,,2
papillomavirus infections,Biological,comparator: menactraâ„¢ (concomitant),2,,,,,,2,,,2
papillomavirus infections,Biological,comparator: menactraâ„¢ (non-concomitant),2,,,,,,2,,,2
papillomavirus infections,Biological,gardasilâ„¢,2,,,,,2,,,,2
papillomavirus infections,Biological,havrixâ„¢,2,,,,,2,,,,2
papillomavirus infections,Biological,"quadrivalent human papillomavirus (hpv, types 6, 11, 16, 18) recombinant vaccine (gardasilâ®)",2,,,,,2,,,,2
papillomavirus infections,Biological,"quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine (gardasilâ„¢)",2,,,,,,2,,,2
papillomavirus infections,Biological,repevaxâ„¢ (concomitant),2,,,,,,2,,,2
papillomavirus infections,Biological,repevaxâ„¢ (non-concomitant),2,,,,,,2,,,2
papillomavirus infections,Drug,yallaferonâ®,2,,,,,,2,,,2
paralysis,placebo,placebo,2,,1,,,,3,,,3
paralysis,Drug,botulinum toxin type a,2,,,,,,,2,,2
paralysis,Drug,botulinum toxin type a(botoxâ®),2,,,,,,2,,,2
paralysis,Drug,botulinum toxin type a(botulaxâ®),2,,,,,,2,,,2
parasitic diseases,Drug,abametapir lotion 0.74% w,2,,,,,,2,,,2
parasitic diseases,Drug,abametapir lotion 0.74% w/w,2,,,,,,2,,,2
parasitic diseases,Drug,vehicle lotion,2,,,,,,2,,,2
parasitic diseases,Drug,w,2,,,,,,2,,,2
parasomnias,placebo,placebo,11,,2,,1,3,9,,,13
parasomnias,Drug,esmirtazapine,2,,1,,,1,2,,,3
parasomnias,Drug,tasimelteon,3,,,,,,3,,,3
parasomnias,Drug,melatonin (n-acetyl-5-methoxytryptamine),1,,1,,,,2,,,2
parasomnias,Drug,songha night â®,2,,,,2,,,,,2
parasomnias,Drug,trazodone,2,,,,,1,1,,,2
paresis,Drug,botulinum toxin commonly known as botoxâ®,2,,,,,,2,,,2
parkinson disease,placebo,placebo,57,,10,,,20,47,,,67
parkinson disease,Drug,rotigotine,13,,2,,,10,5,,,15
parkinson disease,Device,cadd-legacyâ® 1400 ambulatory infusion pump,10,,,,,,10,,,10
parkinson disease,Drug,pramipexole,7,,,,,4,3,,,7
parkinson disease,Drug,rasagiline mesylate,7,,,,,7,,,,7
parkinson disease,Drug,spm 962,6,,,,,3,3,,,6
parkinson disease,Device,j-tube,5,,,,,,5,,,5
parkinson disease,Device,peg tube,5,,,,,,5,,,5
parkinson disease,Drug,istradefylline,4,,1,,,3,2,,,5
parkinson disease,Drug,safinamide,4,,1,,,3,2,,,5
parkinson disease,Drug,azilectâ®,4,,,,,,4,,,4
parkinson disease,Drug,levodopa-carbidopa intestinal gel,4,,,,,,4,,,4
parkinson disease,Drug,pardoprunox,4,,,,,4,,,,4
parkinson disease,placebo,placebo comparator,3,,1,,,4,,,,4
parkinson disease,Drug,carbidopa,3,,,,,1,2,,,3
parkinson disease,Drug,e2007,1,,2,,,3,,,,3
parkinson disease,Drug,ipx066,3,,,,,,3,,,3
parkinson disease,Drug,istradefylline (kw-6002),3,,,,,3,,,,3
parkinson disease,Drug,kw-6500,3,,,,,,3,,,3
parkinson disease,Drug,levodopa,3,,,,,1,2,,,3
parkinson disease,Drug,pimavanserin tartrate (acp-103),3,,,,,2,1,,,3
parkinson disease,Drug,rasagiline,2,,1,,,,3,,,3
parkinson disease,Drug,requip pr,3,,,,,1,2,,,3
parkinson disease,Drug,tvp-1012 1mg,3,,,,,,3,,,3
parkinson disease,Other,usual care,3,,,,,1,2,,,3
parkinson disease,Device,bilateral deep brain stimulation,2,,,,,2,,,,2
parkinson disease,Drug,abt-slv187,2,,,,,,2,,,2
parkinson disease,Drug,ads-5102,2,,,,,,2,,,2
parkinson disease,Drug,benserazide,2,,,,,,2,,,2
parkinson disease,Drug,bf2.649 (pitolisant),2,,,,,,2,,,2
parkinson disease,Drug,bia 9-1067,2,,,,,,2,,,2
parkinson disease,Drug,bromocriptine,2,,,,,2,,,,2
parkinson disease,Drug,cvt-301,2,,,,,,2,,,2
parkinson disease,Drug,droxidopa,1,,1,,,,2,,,2
parkinson disease,Drug,entacapone,2,,,,,1,1,,,2
parkinson disease,Drug,istradefylline 20 mg,2,,,,,,2,,,2
parkinson disease,Drug,l-dopa,2,,,,,,2,,,2
parkinson disease,Drug,levodopa carbidopa intestinal gel (lcig),2,,,,,,2,,,2
parkinson disease,Drug,parcopa,2,,,,,2,,,,2
parkinson disease,Drug,pramipexol extended release,2,,,,,2,,,,2
parkinson disease,Drug,pramipexol immediate release,2,,,,,2,,,,2
parkinson disease,Drug,pramipexole extended release,2,,,,,2,,,,2
parkinson disease,Drug,pramipexole immediate release,2,,,,,2,,,,2
parkinson disease,Drug,preladenant,1,,1,,,,2,,,2
parkinson disease,Drug,preladenant 10 mg tablet,1,,1,,,,2,,,2
parkinson disease,Drug,preladenant 2 mg tablet,1,,1,,,,2,,,2
parkinson disease,Drug,preladenant 5 mg tablet,1,,1,,,,2,,,2
parkinson disease,Drug,rasagiline 1 mg capsule,1,,1,,,,2,,,2
parkinson disease,Drug,rifaximin,2,,,,,,2,,,2
parkinson disease,Drug,ropinirole,2,,,,,,2,,,2
parkinson disease,Drug,ropinirole xl (formerly cr),2,,,,,1,1,,,2
parkinson disease,Drug,sarizotan,2,,,,,2,,,,2
parkinson disease,Drug,tozadenant,,,2,,,,2,,,2
parkinson disease,placebo,placebo (pbo) oral capsules,2,,,,,,2,,,2
parkinson disease,placebo,placebo gel,2,,,,,,2,,,2
parkinson disease,placebo,placebo patch,2,,,,,,2,,,2
pars planitis,Drug,lx211,2,,,,,2,,,,2
pars planitis,placebo,placebo,2,,,,,2,,,,2
peanut hypersensitivity,Biological,ar101,4,,1,,,,5,,,5
peanut hypersensitivity,placebo,placebo,3,,,,,,3,,,3
pediatric obesity,Device,swallowable obalonâ® gastric balloon,2,,,,,,2,,,2
pelvic pain,placebo,placebo,3,,2,,,2,3,,,5
"pemphigoid, benign mucous membrane",Drug,cellceptâ® in autoimmune bullous dermatoses,2,,,,,,2,,,2
"pemphigoid, bullous",Drug,cellceptâ® in autoimmune bullous dermatoses,2,,,,,,2,,,2
pemphigus,Drug,rituximab,3,,,,,,3,,,3
pemphigus,Drug,cellceptâ® in autoimmune bullous dermatoses,2,,,,,,2,,,2
pemphigus,placebo,placebo,1,,1,,,1,1,,,2
penile induration,Biological,aa4500,5,,,,,,5,,,5
penile induration,Device,erecaidâ® esteemâ® manual vacuum therapy system,2,,,,,,2,,,2
penile induration,placebo,placebo,2,,,,,,2,,,2
peptic ulcer,Drug,omeprazole,2,,1,,,1,2,,,3
peptic ulcer,Drug,pantoprazole,3,,,,,2,1,,,3
peptic ulcer,placebo,placebo,3,,,,,1,2,,,3
peptic ulcer,Drug,ilaprazole,2,,,,,,2,,,2
peptic ulcer hemorrhage,Drug,omeprazole,2,,,,,1,1,,,2
peri-implantitis,Drug,minocycline hcl microspheres,2,,,,,,2,,,2
pericarditis,placebo,placebo,2,,,,,1,1,,,2
periodontal diseases,Drug,systemic doxycycline,2,,,,,,2,,,2
periodontitis,placebo,placebo,13,,,,,1,12,,,13
periodontitis,placebo,placebo gel,6,,,,,,6,,,6
periodontitis,placebo,srp plus placebo gel,4,,,,,,4,,,4
periodontitis,Procedure,open flap debridement (ofd),4,,,,,,4,,,4
periodontitis,Drug,aloe vera,3,,,,,,3,,,3
periodontitis,Drug,atorvastatin,3,,,,,,3,,,3
periodontitis,Drug,rosuvastatin,3,,,,,,3,,,3
periodontitis,Procedure,full-mouth ultrasonic debridement,3,,,,,,3,,,3
periodontitis,Procedure,ofd with platelet rich fibrin (prf),3,,,,,,3,,,3
periodontitis,Device,coloradoâ® microdissection needle,2,,,,,,2,,,2
periodontitis,Drug,1% metformin,2,,,,,,2,,,2
periodontitis,Drug,alendronate,2,,,,,,2,,,2
periodontitis,Drug,amoxicillin,2,,,,,1,1,,,2
