pmid,nct_id,Title,ArticleType,Substance,MeSH,PubDate,Journal,pub_source,ctg_links,Abstract
32943637,NCT04885478,"A systematic review of antibody mediated immunity to coronaviruses: kinetics, correlates of protection, and association with severity.","Journal Article|Research Support, N.I.H., Extramural|Research Support, N.I.H., Intramural|Research Support, Non-U.S. Gov't|Systematic Review","Antibodies, Viral|Immunoglobulin Isotypes|NA","Antibodies, Viral|Betacoronavirus|COVID-19|Coronavirus Infections|Cross Reactions|Databases, Factual|Humans|Immunization, Passive|Immunoglobulin Isotypes|Middle East Respiratory Syndrome Coronavirus|Pandemics|Pneumonia, Viral|SARS-CoV-2|Seroepidemiologic Studies|NA",2020-09-30,Nature communications,Registry,https://clinicaltrials.gov/ct2/show/NCT04885478,0
32951151,NCT04343261,Factors Associated with Good Patient Outcomes Following Convalescent Plasma in COVID-19: A Prospective PhaseÂ II Clinical Trial.,Journal Article, , ,2021-04-28,Infectious diseases and therapy,Registry,https://clinicaltrials.gov/ct2/show/NCT04343261,4
32960881,NCT04568356,Occurrence and transmission potential of asymptomatic and presymptomatic SARS-CoV-2 infections: A living systematic review and meta-analysis.,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Asymptomatic Diseases|Asymptomatic Infections|Betacoronavirus|COVID-19|Coronavirus Infections|Disease Progression|Humans|Mass Screening|Pandemics|Pneumonia, Viral|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|NA",2020-10-01,PLoS medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32961244,NCT04343898,Characteristics and Outcomes of Individuals With Pre-existing Kidney Disease and COVID-19 Admitted to Intensive Care Units in the United States.,"Journal Article|Research Support, N.I.H., Extramural", ,"Aged|COVID-19|Comorbidity|Critical Illness|Female|Hospital Mortality|Humans|Intensive Care Units|Kidney Function Tests|Male|Renal Dialysis|Renal Insufficiency, Chronic|Retrospective Studies|Risk Factors|SARS-CoV-2|Treatment Outcome|United States|NA",2021-02-01,American journal of kidney diseases : the official journal of the National Kidney Foundation,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
32963090,NCT04818866,Soluble Urokinase Receptor (SuPAR) in COVID-19-Related AKI.,"Journal Article|Multicenter Study|Observational Study|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't","PLAUR protein, human|Receptors, Urokinase Plasminogen Activator|NA","Acute Kidney Injury|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Humans|Incidence|Male|Middle Aged|Pandemics|Pneumonia, Viral|Receptors, Urokinase Plasminogen Activator|SARS-CoV-2|NA",2020-11-16,Journal of the American Society of Nephrology : JASN,Registry,https://clinicaltrials.gov/ct2/show/NCT04818866,0
32971150,NCT04604249,"Incidence of COVID-19 infection and prevalence of diabetes, obesity and hypertension according to altitude in Peruvian population.",Journal Article, ,Adolescent|Adult|Altitude|COVID-19|Diabetes Mellitus|Female|Humans|Hypertension|Hypoxia|Incidence|Male|Middle Aged|Obesity|Peru|Prevalence|SARS-CoV-2|Young Adult|NA,2020-12-29,Diabetes research and clinical practice,Registry,https://clinicaltrials.gov/ct2/show/NCT04604249,0
32986516,NCT04712292,Impact of the COVID-19 Pandemic on Cancer Care: A Global Collaborative Study.,Journal Article, ,"Betacoronavirus|COVID-19|Cancer Care Facilities|Coronavirus Infections|Cross-Sectional Studies|Global Burden of Disease|Health Services Accessibility|Humans|Infection Control|International Cooperation|Medical Oncology|Neoplasms|Pandemics|Pneumonia, Viral|SARS-CoV-2|Surveys and Questionnaires|NA",2020-10-14,JCO global oncology,Registry,https://clinicaltrials.gov/ct2/show/NCT04712292,0
32987040,NCT04700254,Type 1 diabetes and COVID-19: The &quot;lockdown effect&quot;.,Journal Article, ,"Adult|COVID-19|Diabetes Mellitus, Type 1|Female|Humans|Male|Retrospective Studies|SARS-CoV-2|NA",2021-01-04,Diabetes research and clinical practice,Registry,https://clinicaltrials.gov/ct2/show/NCT04700254,0
32992075,NCT04486508,Intermediate versus standard-dose prophylactic anticoagulation and statin therapy versus placebo in critically-ill patients with COVID-19: Rationale and design of the INSPIRATION/INSPIRATION-S studies.,Clinical Trial Protocol|Journal Article,Anticoagulants|Enoxaparin|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Atorvastatin|NA,Anticoagulants|Atorvastatin|COVID-19|Critical Illness|Double-Blind Method|Enoxaparin|Humans|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Iran|Multicenter Studies as Topic|Randomized Controlled Trials as Topic|Thrombosis|Time Factors|Treatment Outcome|Venous Thromboembolism|NA,2020-12-10,Thrombosis research,Registry,https://clinicaltrials.gov/ct2/show/NCT04486508,1
32998872,NCT04343898,In-hospital cardiac arrest in critically ill patients with covid-19: multicenter cohort study.,"Journal Article|Multicenter Study|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Cohort Studies|Coronavirus Infections|Female|Heart Arrest|Hospital Mortality|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Pneumonia, Viral|SARS-CoV-2|United States|NA",2020-10-21,BMJ (Clinical research ed.),Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
33001138,NCT04329923,Efficacy and Safety of Hydroxychloroquine vs Placebo for Pre-exposure SARS-CoV-2 Prophylaxis Among Health Care Workers: A Randomized Clinical Trial.,Journal Article|Multicenter Study|Randomized Controlled Trial,Hydroxychloroquine|NA,"Adult|COVID-19|Cross Infection|Double-Blind Method|Female|Hospitals, Urban|Humans|Hydroxychloroquine|Incidence|Male|Pennsylvania|Personnel, Hospital|Pre-Exposure Prophylaxis|SARS-CoV-2|NA",2021-02-05,JAMA internal medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04329923,1
33009668,NCT04715477,"The prevalence of depression, anxiety, and sleep disturbances in COVID-19 patients: a meta-analysis.",Journal Article|Meta-Analysis|Systematic Review, ,Anxiety|COVID-19|Depression|Female|Humans|Male|Mental Health|Pandemics|Prevalence|SARS-CoV-2|Sleep Wake Disorders|NA,2021-02-25,Annals of the New York Academy of Sciences,Registry,https://clinicaltrials.gov/ct2/show/NCT04715477,0
33013503,NCT04841681,"Mindfulness, Age and Gender as Protective Factors Against Psychological Distress During COVID-19 Pandemic.",Journal Article, , ,2020-10-06,Frontiers in psychology,Registry,https://clinicaltrials.gov/ct2/show/NCT04841681,0
33013686,NCT04659200,Outcomes of Patients With Hypothyroidism and COVID-19: A Retrospective Cohort Study.,Journal Article,Thyroid Hormones|NA,"Adult|Aged|Aged, 80 and over|COVID-19|Cohort Studies|Coronavirus Infections|Female|Hospitalization|Humans|Hypothyroidism|Male|Middle Aged|New York City|Pandemics|Pneumonia, Viral|Respiration, Artificial|Retrospective Studies|Risk|Thyroid Hormones|Treatment Outcome|NA",2020-10-15,Frontiers in endocrinology,Registry,https://clinicaltrials.gov/ct2/show/NCT04659200,0
33017138,NCT04824664,Set up of a dedicated COVID-19 surgical pathway and operating room for surgical emergencies.,Journal Article, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Critical Pathways|Emergency Treatment|Humans|Infection Control|Infectious Disease Transmission, Patient-to-Professional|Italy|Operating Rooms|Pandemics|Personal Protective Equipment|Pneumonia, Viral|SARS-CoV-2|Surgical Procedures, Operative|Workflow|NA",2020-10-13,The journal of trauma and acute care surgery,Registry,https://clinicaltrials.gov/ct2/show/NCT04824664,0
33026829,NCT04343898,Outcomes of Critically Ill Pregnant Women with COVID-19 in the United States.,"Letter|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", ,COVID-19|Comorbidity|Critical Illness|Female|Humans|Intensive Care Units|Pregnancy|Pregnancy Complications|Risk Factors|SARS-CoV-2|United States|NA,2021-01-12,American journal of respiratory and critical care medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
33031652,NCT04381936,Effect of Hydroxychloroquine in Hospitalized Patients with Covid-19.,Comparative Study|Journal Article|Multicenter Study|Randomized Controlled Trial,Antiviral Agents|Hydroxychloroquine|NA,"Aged|Aged, 80 and over|Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Hospitalization|Humans|Hydroxychloroquine|Male|Middle Aged|Pandemics|Pneumonia, Viral|Respiration, Artificial|SARS-CoV-2|Treatment Failure|NA",2020-12-01,The New England journal of medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04381936,4
33032660,NCT04733729,Impact of hematologic malignancy and type of cancer therapy on COVID-19 severity and mortality: lessons from a large population-based registry study.,"Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't",Antineoplastic Agents|Antiviral Agents|NA,"Adolescent|Adult|Age Factors|Aged|Aged, 80 and over|Antineoplastic Agents|Antiviral Agents|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Female|Hematologic Neoplasms|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Prospective Studies|Registries|Risk Factors|SARS-CoV-2|Severity of Illness Index|Spain|Treatment Outcome|Young Adult|NA",2020-10-27,Journal of hematology &amp; oncology,Registry,https://clinicaltrials.gov/ct2/show/NCT04733729,0
33054403,NCT04604249,"<i>Letter to the Editor:</i> COVID-19 Infections Do Not Change with Increasing Altitudes from 1,000 to 4,700â€‰m.",Letter|Comment, ,Altitude|COVID-19|Humans|SARS-CoV-2|NA,2021-01-01,High altitude medicine &amp; biology,Registry,https://clinicaltrials.gov/ct2/show/NCT04604249,0
33065991,NCT04449731,Associations between Changes in Health Behaviours and Body Weight during the COVID-19 Quarantine in Lithuania: The Lithuanian COVIDiet Study.,Journal Article, ,"Adolescent|Adult|Betacoronavirus|Body Mass Index|Body Weight|COVID-19|Coronavirus Infections|Cross-Sectional Studies|Energy Intake|Fast Foods|Feeding Behavior|Female|Health Behavior|Humans|Life Style|Lithuania|Male|Middle Aged|Obesity|Pandemics|Pneumonia, Viral|Quarantine|SARS-CoV-2|Snacks|Social Isolation|Weight Gain|Young Adult|NA",2020-10-22,Nutrients,Registry,https://clinicaltrials.gov/ct2/show/NCT04449731,0
33067383,NCT04343898,AKI Treated with Renal Replacement Therapy in Critically Ill Patients with COVID-19.,Journal Article|Multicenter Study, ,"Acute Kidney Injury|Adolescent|Adult|Aged|Aged, 80 and over|COVID-19|Cohort Studies|Critical Care|Female|Hospital Mortality|Hospitalization|Humans|Incidence|Logistic Models|Male|Middle Aged|Renal Replacement Therapy|Risk Factors|Survival Rate|United States|Young Adult|NA",2021-03-17,Journal of the American Society of Nephrology : JASN,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
33072682,NCT04798677,Considering Interim Interventions to Control COVID-19 Associated Morbidity and Mortality-Perspectives.,Journal Article, ,"Adult|COVID-19|Humans|Influenza A Virus, H1N1 Subtype|Influenza, Human|Morbidity|SARS-CoV-2|NA",2021-05-14,Frontiers in public health,Registry,https://clinicaltrials.gov/ct2/show/NCT04798677,0
33080002,NCT04343898,Association Between Early Treatment With Tocilizumab and Mortality Among Critically Ill Patients With COVID-19.,"Journal Article|Research Support, N.I.H., Extramural","Adrenal Cortex Hormones|Antibodies, Monoclonal, Humanized|Anticoagulants|Receptors, Interleukin-6|tocilizumab|NA","Adolescent|Adrenal Cortex Hormones|Adult|Aged|Antibodies, Monoclonal, Humanized|Anticoagulants|COVID-19|Cohort Studies|Critical Illness|Early Medical Intervention|Female|Hospital Mortality|Hospitalization|Humans|Intensive Care Units|Male|Middle Aged|Mortality|Organ Dysfunction Scores|Patient Positioning|Prone Position|Proportional Hazards Models|Receptors, Interleukin-6|Respiration, Artificial|Respiratory Insufficiency|SARS-CoV-2|Young Adult|NA",2021-01-15,JAMA internal medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
33080051,NCT04334291,Clinical profile and prognosis in patients on oral anticoagulation before admission for COVID-19.,Journal Article,"Anticoagulants|Factor Xa Inhibitors|Heparin, Low-Molecular-Weight|Heparin|NA","Aged|Aged, 80 and over|Anticoagulants|Atrial Fibrillation|COVID-19|Comorbidity|Factor Xa Inhibitors|Female|Heart Failure|Heart Valve Prosthesis|Heart Valve Prosthesis Implantation|Heparin|Heparin, Low-Molecular-Weight|Hospital Mortality|Humans|Intensive Care Units|Male|Multivariate Analysis|Prognosis|Propensity Score|Proportional Hazards Models|Renal Insufficiency|Respiration, Artificial|Respiratory Insufficiency|Risk Factors|SARS-CoV-2|Sepsis|Systemic Inflammatory Response Syndrome|Thromboembolism|Venous Thromboembolism|NA",2021-01-01,European journal of clinical investigation,Registry,https://clinicaltrials.gov/ct2/show/NCT04334291,6
33085966,NCT04763213,The 'Ten Commandments' for the 2020 ESC Guidelines for the management of acute coronary syndromes in patients presenting without persistent ST-segment elevation.,Journal Article,Platelet Aggregation Inhibitors|NA,"Acute Coronary Syndrome|Arrhythmias, Cardiac|Humans|Non-ST Elevated Myocardial Infarction|Platelet Aggregation Inhibitors|NA",2021-05-14,European heart journal,Registry,https://clinicaltrials.gov/ct2/show/NCT04763213,0
33094320,NCT04348214,Universal COVID-19 screening of 4040 health care workers in a resource-limited setting: an Egyptian pilot model in a university with 12 public hospitals and medical centers.,Journal Article, ,"Adult|Asymptomatic Diseases|COVID-19|COVID-19 Nucleic Acid Testing|COVID-19 Testing|Egypt|Female|Fever|Health Personnel|Hospitals, University|Humans|Infection Control|Male|Mass Screening|Middle Aged|Pandemics|Reverse Transcriptase Polymerase Chain Reaction|Risk Factors|SARS-CoV-2|Tertiary Healthcare|NA",2021-03-11,International journal of epidemiology,Registry,https://clinicaltrials.gov/ct2/show/NCT04348214,0
33095752,NCT04840940,Diagnostic and prognostic role of presepsin in patients with cirrhosis and bacterial infection.,Journal Article, , ,2021-01-20,Clinical chemistry and laboratory medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04840940,0
33097915,NCT04712292,Consequences of COVID-19 for cancer care - a CRUK perspective.,Journal Article, ,Biomedical Research|COVID-19|Epidemics|Humans|Medical Oncology|Neoplasms|SARS-CoV-2|United Kingdom|NA,2021-01-25,Nature reviews. Clinical oncology,Registry,https://clinicaltrials.gov/ct2/show/NCT04712292,0
33135047,NCT04407273,EFFECT oF STATIN THERAPY oN SARS-CoV-2 INFECTION-RELATED.,Journal Article, , ,2020-11-17,European heart journal. Cardiovascular pharmacotherapy,Registry,https://clinicaltrials.gov/ct2/show/NCT04407273,0
33140181,NCT04885517,Clinical strategies for implementing lung and diaphragm-protective ventilation: avoiding insufficient and excessive effort.,Journal Article|Review, ,"Diaphragm|Humans|Lung|Respiration|Respiration, Artificial|Ventilators, Mechanical|NA",2021-05-21,Intensive care medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04885517,0
33151050,NCT04643522,Histopathology and Ultrastructural Findings of Fatal COVID-19 Infections on Testis.,Journal Article, , ,2021-01-06,The world journal of men's health,Registry,https://clinicaltrials.gov/ct2/show/NCT04643522,0
33165755,NCT04334291,"Mortality risk assessment in Spain and Italy, insights of the HOPE COVID-19 registry.",Journal Article, , ,2020-11-13,Internal and emergency medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04334291,6
33165763,NCT04662437,Hypocalcemia is a distinctive biochemical feature of hospitalized COVID-19 patients.,Letter,Biomarkers|Calcium|NA,"Acute Disease|Aged|Aged, 80 and over|Biomarkers|COVID-19|Calcium|Case-Control Studies|Cohort Studies|Female|Hospitalization|Humans|Hypocalcemia|Italy|Male|Prognosis|Respiratory Tract Infections|Retrospective Studies|SARS-CoV-2|NA",2021-02-16,Endocrine,Registry,https://clinicaltrials.gov/ct2/show/NCT04662437,0
33179911,NCT04578158,Quercetin and Its Metabolites Inhibit Recombinant Human Angiotensin-Converting Enzyme 2 (ACE2) Activity.,Journal Article,"Angiotensin-Converting Enzyme Inhibitors|Polyphenols|Recombinant Proteins|Quercetin|Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA",Angiotensin-Converting Enzyme 2|Angiotensin-Converting Enzyme Inhibitors|Enzyme Assays|Humans|Kinetics|Peptidyl-Dipeptidase A|Polyphenols|Quercetin|Recombinant Proteins|Temperature|NA,2020-12-01,Journal of agricultural and food chemistry,Registry,https://clinicaltrials.gov/ct2/show/NCT04578158,0
33181332,NCT04799600,Performance of the quick COVID-19 severity index and the Brescia-COVID respiratory severity scale in hospitalized patients with COVID-19 in a community hospital setting.,Journal Article, ,"Aged|COVID-19|Female|Hospital Mortality|Hospitalization|Hospitals, Community|Humans|Intensive Care Units|Male|Middle Aged|Prognosis|ROC Curve|Retrospective Studies|SARS-CoV-2|Severity of Illness Index|NA",2021-01-18,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Registry,https://clinicaltrials.gov/ct2/show/NCT04799600,0
