pmid,nct_id,pub_source,ArticleType,Substance,MeSH,Title,PubDate,Journal,pubmed_links,ctg_links
32325282,NCT04577105,Registry,Journal Article, ,"Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Humans|Lung|Male|Middle Aged|Pandemics|Pneumonia, Viral|SARS-CoV-2|Thorax|Tomography, X-Ray Computed|NA",Chest CT findings of COVID-19 pneumonia by duration of symptoms.,2020-05-15,European journal of radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04577105
32325282,NCT04661631,Registry,Journal Article, ,"Adult|Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Humans|Lung|Male|Middle Aged|Pandemics|Pneumonia, Viral|SARS-CoV-2|Thorax|Tomography, X-Ray Computed|NA",Chest CT findings of COVID-19 pneumonia by duration of symptoms.,2020-05-15,European journal of radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32328827,NCT04480034,Registry,Journal Article, , ,"Clinical practice guidelines of the European Association for Endoscopic Surgery (EAES) on bariatric surgery: update 2020 endorsed by IFSO-EC, EASO and ESPCOP.",2021-01-10,Surgical endoscopy,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04480034
32329246,NCT04466670,Registry,Journal Article|Review,Fibrinolytic Agents|Tissue Plasminogen Activator|NA,"Betacoronavirus|COVID-19|Coronavirus Infections|Drug Repositioning|Fibrinolysis|Fibrinolytic Agents|Host-Pathogen Interactions|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|Thrombolytic Therapy|Tissue Plasminogen Activator|Treatment Outcome|NA",Fibrinolytic abnormalities in acute respiratory distress syndrome (ARDS) and versatility of thrombolytic drugs to treat COVID-19.,2020-07-15,Journal of thrombosis and haemostasis : JTH,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
32333494,NCT04368897,Registry,Letter,"Androgen Antagonists|Receptors, Androgen|NA","Alopecia|Androgen Antagonists|COVID-19|Continental Population Groups|Coronavirus Infections|Genetic Variation|Humans|Male|Pandemics|Pneumonia, Viral|Prostatic Neoplasms|Receptors, Androgen|NA",Racial variations in COVID-19 deaths may be due to androgen receptor genetic variants associated with prostate cancer and androgenetic alopecia. Are anti-androgens a potential treatment for COVID-19?,2020-07-02,Journal of cosmetic dermatology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368897
32333839,NCT04367896,Registry,"Letter|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Computer Systems|Coronavirus Infections|Data Collection|Humans|Information Dissemination|Mortality|Pandemics|Pneumonia, Viral|Population Surveillance|Public Health|Publishing|SARS-CoV-2|Time Factors|NA",COVID-19: a need for real-time monitoring of weekly excess deaths.,2020-05-05,"Lancet (London, England)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04367896
32334392,NCT04368351,Registry,Journal Article|Systematic Review,Micronutrients|Vitamins|NA,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Child|Child, Preschool|Controlled Clinical Trials as Topic|Coronavirus Infections|Dietary Supplements|Female|Humans|Immunity|Male|Micronutrients|Middle Aged|Nutrition Therapy|Pandemics|Pneumonia, Viral|Probiotics|PubMed|Respiratory Tract Infections|SARS-CoV-2|Virus Diseases|Vitamins|Young Adult|NA","Enhancing immunity in viral infections, with special emphasis on COVID-19: A review.",2020-07-23,Diabetes &amp; metabolic syndrome,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368351
32334647,NCT04367896,Registry,Journal Article|Review, ,"COVID-19|Coronavirus Infections|Humans|Judgment|Pandemics|Pneumonia, Viral|Uncertainty|NA",Pitfalls of judgment during the COVID-19 pandemic.,2020-06-12,The Lancet. Public health,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04367896
32336042,NCT04402853,Registry,Journal Article, , ,Evaluation of ocular symptoms and tropism of SARS-CoV-2 in patients confirmed with COVID-19.,2020-09-09,Acta ophthalmologica,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04402853
32337590,NCT04567979,Registry,"Journal Article|Research Support, Non-U.S. Gov't","Antibodies, Viral|Immunoglobulin G|Immunoglobulin M|NA","Adult|Aged|Antibodies, Viral|COVID-19|COVID-19 Testing|China|Female|Hospitalization|Humans|Immunity, Humoral|Immunoglobulin G|Immunoglobulin M|Male|Middle Aged|SARS-CoV-2|NA",Profile of Immunoglobulin G and IgM Antibodies Against Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).,2020-12-04,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04567979
32339082,NCT04577105,Registry,Journal Article|Multicenter Study|Observational Study, ,"Adult|Aged|Betacoronavirus|COVID-19|Communication|Coronavirus Infections|Female|Humans|Lung|Male|Middle Aged|Netherlands|Observer Variation|Pandemics|Pneumonia, Viral|Radiology Information Systems|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Tomography, X-Ray Computed|NA",CO-RADS: A Categorical CT Assessment Scheme for Patients Suspected of Having COVID-19-Definition and Evaluation.,2020-07-31,Radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04577105
32339487,NCT04515108,Registry,Journal Article, ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|Blood Cell Count|COVID-19|China|Coronavirus Infections|Female|Hospitalization|Humans|Lymphocytes|Male|Middle Aged|Monocytes|Neutrophils|Pandemics|Pneumonia, Viral|Retrospective Studies|SARS-CoV-2|Young Adult|NA","Abnormalities of peripheral blood system in patients with COVID-19 in Wenzhou, China.",2020-06-12,Clinica chimica acta; international journal of clinical chemistry,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04515108
32342479,NCT04480034,Registry,Journal Article|Observational Study, ,"Adult|Betacoronavirus|COVID-19|China|Comorbidity|Coronavirus Infections|Diabetes Complications|Diabetes Mellitus|Electronic Health Records|Female|Humans|Hypertension|Male|Middle Aged|Oxygen Inhalation Therapy|Pandemics|Pneumonia, Viral|Respiration, Artificial|Retrospective Studies|SARS-CoV-2|NA","Clinical characteristics of 145 patients with corona virus disease 2019 (COVID-19) in Taizhou, Zhejiang, China.",2020-08-14,Infection,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04480034
32342861,NCT04567979,Registry,Letter|Comment, , ,International expert consensus statement regarding radiotherapy treatment options for rectal cancer during the COVID 19 pandemic.,2021-01-10,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04567979
32342871,NCT04394182,Registry,Editorial|Comment, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",Is low dose radiation therapy a potential treatment for COVID-19 pneumonia?,2020-06-25,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04394182
32350857,NCT04616950,Registry,Journal Article|Review, ,"COVID-19|Delivery of Health Care|Global Health|Humans|Infection Control|Pandemics|Perioperative Care|Practice Guidelines as Topic|Surgical Procedures, Operative|NA",Immediate and long-term impact of the COVID-19 pandemic on delivery of surgical services.,2020-12-18,The British journal of surgery,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04616950
32356900,NCT04424953,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|Airway Management|Australia|Betacoronavirus|COVID-19|Consensus|Coronavirus Infections|Female|Humans|Infection Control|Intubation, Intratracheal|Male|New Zealand|Pandemics|Pneumonia, Viral|Practice Guidelines as Topic|SARS-CoV-2|NA",Consensus statement: Safe Airway Society principles of airway management and tracheal intubation specific to the COVID-19 adult patient group.,2020-06-12,The Medical journal of Australia,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04424953
32356910,NCT04488484,Registry,Journal Article|Systematic Review,"Antibodies, Neutralizing|Antibodies, Viral|Antiviral Agents|NA","Antibodies, Neutralizing|Antibodies, Viral|Antiviral Agents|COVID-19|Humans|Immunization, Passive|NA",Convalescent plasma transfusion for the treatment of COVID-19: Systematic review.,2020-12-16,Journal of medical virology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04488484
32360300,NCT04480593,Registry,Journal Article|Review,Phytochemicals|NA,"Animals|Betacoronavirus|COVID-19|Coronavirus Infections|Coronavirus, Feline|Humans|Infectious bronchitis virus|Middle East Respiratory Syndrome Coronavirus|Pandemics|Phytochemicals|Pneumonia, Viral|Porcine epidemic diarrhea virus|SARS Virus|SARS-CoV-2|NA",Natural product-derived phytochemicals as potential agents against coronaviruses: A review.,2020-06-02,Virus research,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04480593
32369666,NCT04466670,Registry,Comparative Study|Journal Article,Anticoagulants|Biomarkers|Fibrin Fibrinogen Degradation Products|fibrin fragment D|NA,"Aged|Anticoagulants|Betacoronavirus|Biomarkers|COVID-19|Catheterization, Central Venous|Coronavirus Infections|Female|Fibrin Fibrinogen Degradation Products|Humans|Incidence|Intensive Care Units|Male|Middle Aged|Netherlands|Pandemics|Patients' Rooms|Pneumonia, Viral|Pulmonary Embolism|Retrospective Studies|Risk Factors|SARS-CoV-2|Thrombophilia|Thrombophlebitis|Venous Thromboembolism|Venous Thrombosis|NA",Incidence of venous thromboembolism in hospitalized patients with COVID-19.,2020-08-14,Journal of thrombosis and haemostasis : JTH,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
32373721,NCT04394182,Registry,Journal Article, , ,Low dose lung radiotherapy for COVID-19 pneumonia. The rationale for a cost-effective anti-inflammatory treatment.,2020-09-28,Clinical and translational radiation oncology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04394182
32381426,NCT04392323,Registry,Journal Article, ,"Adult|Aged|COVID-19|Coronavirus Infections|Cross Infection|Digestive System Surgical Procedures|Female|Hospital Departments|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Retrospective Studies|NA",Nosocomial infection with SARS-Cov-2Â within Departments of Digestive Surgery.,2020-07-06,Journal of visceral surgery,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392323
32383778,NCT04468035,Registry,Case Reports|Journal Article, ,"Aged|Asymptomatic Infections|Betacoronavirus|COVID-19|Coronavirus Infections|Delirium|Humans|Male|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",A Unique Presentation of Delirium in a Patient with Otherwise Asymptomatic COVID-19.,2020-07-22,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04468035
32387623,NCT04466670,Registry,Letter,Anticoagulants|NA,"Anticoagulants|Betacoronavirus|COVID-19|Cardiovascular Diseases|Comorbidity|Coronavirus Infections|Hemorrhage|Hospitalization|Humans|Length of Stay|Mortality|New York City|Outcome and Process Assessment, Health Care|Pandemics|Pneumonia, Viral|Respiration, Artificial|Risk Assessment|SARS-CoV-2|NA",Association of Treatment Dose Anticoagulation With In-Hospital Survival Among Hospitalized Patients With COVID-19.,2020-07-13,Journal of the American College of Cardiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
32394480,NCT04526405,Registry,Letter, ,"Acute Chest Syndrome|Anemia, Sickle Cell|Betacoronavirus|COVID-19|Coronavirus Infections|Hemoglobinopathies|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|Thalassemia|NA",Care of patients with hemoglobin disorders during the COVID-19 pandemic: An overview of recommendations.,2020-07-22,American journal of hematology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04526405
32395391,NCT04568356,Registry,Journal Article, , ,Development of a rapid test kit for SARS-CoV-2: an example of product design.,2020-09-28,Bio-design and manufacturing,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04568356
32396163,NCT04517162,Registry,"Journal Article|Research Support, Non-U.S. Gov't|Validation Study", ,"Adult|Aged|Betacoronavirus|COVID-19|COVID-19 Testing|China|Clinical Laboratory Techniques|Cohort Studies|Coronavirus Infections|Critical Care|Critical Illness|Female|Hospitalization|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Risk Assessment|SARS-CoV-2|NA",Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,2020-10-02,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04517162
32396163,NCT04577105,Registry,"Journal Article|Research Support, Non-U.S. Gov't|Validation Study", ,"Adult|Aged|Betacoronavirus|COVID-19|COVID-19 Testing|China|Clinical Laboratory Techniques|Cohort Studies|Coronavirus Infections|Critical Care|Critical Illness|Female|Hospitalization|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Risk Assessment|SARS-CoV-2|NA",Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,2020-10-02,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04577105
32399710,NCT04497311,Registry,Journal Article, ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Coronavirus Infections|Diagnosis, Differential|Female|Humans|Influenza, Human|Lung|Male|Middle Aged|Pandemics|Pneumonia, Viral|Retrospective Studies|SARS-CoV-2|Tomography, X-Ray Computed|Young Adult|NA",COVID-19 pneumonia: CT findings of 122 patients and differentiation from influenza pneumonia.,2020-09-14,European radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04497311
32401873,NCT04522492,Registry,Journal Article|Randomized Controlled Trial, ,Anxiety Disorders|Cognitive Behavioral Therapy|Comorbidity|Humans|Trichotillomania|NA,Skin picking treatment with the Rothbaum cognitive behavioral therapy protocol: a randomized clinical trial.,2020-11-09,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04522492
32402207,NCT04611269,Registry,"Editorial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|Clinical Decision-Making|Coronavirus Infections|Humans|Intubation|Pandemics|Pneumonia, Viral|Respiration, Artificial|Risk Factors|SARS-CoV-2|NA",Mechanical Ventilation in COVID-19: Interpreting the Current Epidemiology.,2020-07-14,American journal of respiratory and critical care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04611269
32404476,NCT04488484,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Aged, 80 and over|COVID-19|Coronavirus Infections|Cost of Illness|Critical Care|Female|France|Hospitalization|Humans|Immunity|Male|Middle Aged|Pandemics|Pneumonia, Viral|Quarantine|SARS Virus|Young Adult|NA",Estimating the burden of SARS-CoV-2 in France.,2020-07-16,"Science (New York, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04488484
32404480,NCT04568356,Registry,Evaluation Study|Letter,"Antigens, Viral|NA","Antigens, Viral|Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|Humans|Immunoassay|Nasopharynx|Pandemics|Pneumonia, Viral|Point-of-Care Testing|SARS-CoV-2|Sensitivity and Specificity|NA",Evaluation of a Rapid Diagnostic Assay for Detection of SARS-CoV-2 Antigen in Nasopharyngeal Swabs.,2020-08-04,Journal of clinical microbiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04568356
32419926,NCT04382768,Registry,Journal Article,"COVID-19 Vaccines|Receptors, Virus|Spike Glycoprotein, Coronavirus|spike protein, SARS-CoV-2|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Angiotensin-Converting Enzyme 2|COVID-19|COVID-19 Vaccines|China|Humans|Receptors, Virus|SARS-CoV-2|Spike Glycoprotein, Coronavirus|Viral Tropism|NA","Use of the informational spectrum methodology for rapid biological analysis of the novel coronavirus 2019-nCoV: prediction of potential receptor, natural reservoir, tropism and therapeutic/vaccine target.",2021-01-21,F1000Research,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04382768
32422057,NCT04568356,Registry,"Journal Article|Research Support, N.I.H., Extramural|Research Support, N.I.H., Intramural|Review", ,"Bayes Theorem|Betacoronavirus|COVID-19|Coronavirus Infections|False Negative Reactions|Humans|Pandemics|Pneumonia, Viral|Reproducibility of Results|Reverse Transcriptase Polymerase Chain Reaction|Risk Factors|SARS-CoV-2|NA",Variation in False-Negative Rate of Reverse Transcriptase Polymerase Chain Reaction-Based SARS-CoV-2 Tests by Time Since Exposure.,2020-08-27,Annals of internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04568356
32437596,NCT04466670,Registry,"Comparative Study|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", ,"Aged|Aged, 80 and over|Autopsy|Betacoronavirus|COVID-19|Coronavirus Infections|Endothelium, Vascular|Female|Humans|Influenza A Virus, H1N1 Subtype|Influenza, Human|Lung|Male|Middle Aged|Neovascularization, Pathologic|Pandemics|Pneumonia, Viral|Respiratory Distress Syndrome|Respiratory Insufficiency|SARS-CoV-2|Thrombosis|NA","Pulmonary Vascular Endothelialitis, Thrombosis, and Angiogenesis in Covid-19.",2020-07-16,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
