nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2020-04-20,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-21,Actual,"April 20, 2020",Actual,2020-04-20,April 2020,2020-04-30,"October 31, 2021",Anticipated,2021-10-31,"April 30, 2021",Anticipated,2021-04-30,NA,Interventional,NA,,Closed-Loop Oxygen to Verify That Healthcare Workers Interventions Decrease During SARS-CoV-2 Pneumonia (COVID-19),Automated Oxygen Titration - Monitoring and Weaning in Patients With Infectious Pneumonia Requiring Oxygen - Impact on the Number of Interventions for Healthcare Workers. An Innovative Device to Manage Patients With COVID-19 Pneumonia COVID Study (Closed-Loop Oxygen to Verify That Healthcare Workers Interventions Decreaseduring Pneumonia),Recruiting,NA,N/A,216,Anticipated,Laval University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,No There is not plan to share individual participant data. All data if shared with be de-identified. Data will be stored on a secure server with access only by study personal.,2021-09-26T02:51:12Z,2021-09-26T02:51:12Z,15338989,NCT04320056,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-04-20,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-22,Actual,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,"May 20, 2020",Anticipated,2020-05-20,"May 20, 2020",Anticipated,2020-05-20,NA,Observational,JOCOVID,,Joint Use of Electrocardiogram and Transthoracic Echocardiography With Other Clinico-biological Parameters in an Observational Study to Monitor Cardio-vascular Events and Predict Outcomes in Patients Diagnosed With COVID-19,Joint Use of Electrocardiogram and Transthoracic Echocardiography With Other Clinico-biological Parameters in an Observational Study to Monitor Cardio-vascular Events and Predict Outcomes in Patients Diagnosed With COVID-19,Recruiting,NA,NA,500,Anticipated,Groupe Hospitalier Pitie-Salpetriere,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T02:51:13Z,2021-09-26T02:51:13Z,15338997,NCT04320017,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-03-22,2020-03-22,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-03-22,2020-03-24,Actual,"March 5, 2020",Actual,2020-03-05,March 2020,2020-03-31,"June 25, 2020",Anticipated,2020-06-25,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Clinical Trial of Favipiravir Tablets Combine With Chloroquine Phosphate in the Treatment of Novel Coronavirus Pneumonia,Clinical Trial of Favipiravir Tablets Combine With Chloroquine Phosphate in the Treatment of Novel Coronavirus Pneumonia,Recruiting,NA,Phase 2/Phase 3,150,Anticipated,Beijing Chao Yang Hospital,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T02:51:13Z,2021-09-26T02:51:13Z,15339015,NCT04319900,Novel Coronavirus Pnuemonia,novel coronavirus pnuemonia
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-22,NA,NA,2020-10-20,2020-03-22,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-10-20,2020-10-22,Actual,"March 23, 2020",Actual,2020-03-23,October 2020,2020-10-31,"December 31, 2020",Anticipated,2020-12-31,"September 30, 2020",Actual,2020-09-30,3 Months,Observational [Patient Registry],NeuroCOVID19,,Acute Encephalopathy in Critically Ill Patients With COVID-19,Outcomes in Patients With Acute Encephalopathy and SARS-Cov-2 Infection,"Active, not recruiting",NA,NA,250,Actual,Ictal Group,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T02:51:09Z,2021-09-26T02:51:09Z,15338942,NCT04320472,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-07-06,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-07-06,2020-07-08,Actual,"March 12, 2020",Actual,2020-03-12,July 2020,2020-07-31,April 2021,Anticipated,2021-04-30,March 2021,Anticipated,2021-03-31,NA,Observational,COVIDSOT,,Multicentric Study of Coronavirus Disease 2019 (COVID-2019) in Solid Organ Transplant Recipients,Multicentric Study of Coronavirus Disease 2019 (COVID-2019) in Solid Organ Transplant Recipients,Recruiting,NA,NA,50,Anticipated,FundaciÃ³n PÃºblica Andaluza para la gestiÃ³n de la InvestigaciÃ³n en Sevilla,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      -  Biochemical analysis

        -  Hemogram

        -  Microbiological testing will be made: blood culture, pleural liquid culture, gram stain
           and culture of sputum, detection of pneumococcus and Legionella pneumophila antigen in
           urine, in cases of pneumonia.

        -  Nasopharyngeal swabs
    ",One year after the initiation of the study,Spanish Network for Research in Infectious Disease (REIPI) and Group for the Study of Infection in Transplantation and the Immunocompromised Host (GESITRA-IC),NA,Yes,Planning for the study will be shared with potential sites pertaining to Spanish Network for Research in Infectious Disease (REIPI) and Group for the Study of Infection in Transplantation and the Immunocompromised Host (GESITRA-IC) for participation. IPD is not foreseen out of this groups due to the specific characteristics of patients and sites to be candidates for study participation.,2021-09-26T02:51:19Z,2021-09-26T02:51:19Z,15339123,NCT04319172,"Infections, Coronavirus","infections, coronavirus"
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2021-03-02,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2021-03-02,2021-03-03,Actual,"March 19, 2020",Actual,2020-03-19,October 2020,2020-10-31,"December 19, 2022",Anticipated,2022-12-19,"December 19, 2021",Anticipated,2021-12-19,NA,Interventional,TOCIVID-19,,Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),Multicenter Study on the Efficacy and Tolerability of Tocilizumab in the Treatment of Patients With COVID-19 Pneumonia,"Active, not recruiting",NA,Phase 2,402,Actual,"National Cancer Institute, Naples",,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,"After peer-reviewed publication of the primary results, with no time limits",Motivated requests to access to IPD are to be sent by email to the Principal Investigator (f.perrone@istitutotumori.na.it),NA,Yes,"Data will be shared upon reasonable request to the Principal Investigator of the study
The following IPD will be available for sharing:
Baseline characteristics of patients
Treatment data
Safety data
Follow-up data",2021-09-26T02:51:36Z,2021-09-26T02:51:36Z,15339390,NCT04317092,COVID-19 Pneumonia,covid-19 pneumonia
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-04-23,2020-03-20,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-23,2020-04-27,Actual,"March 29, 2020",Actual,2020-03-29,April 2020,2020-04-30,March 2022,Anticipated,2022-03-31,March 2021,Anticipated,2021-03-31,NA,Interventional,NA,,Hydroxychloroquine Post Exposure Prophylaxis for Coronavirus Disease (COVID-19),Hydroxychloroquine Post Exposure Prophylaxis (PEP) for Household Contacts of COVID-19 Patients: A NYC Community-Based Randomized Clinical Trial,Recruiting,NA,Phase 2/Phase 3,1600,Anticipated,Columbia University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-09-26T02:51:25Z,2021-09-26T02:51:25Z,15339209,NCT04318444,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-07-08,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-07-08,2020-07-09,Actual,"April 14, 2020",Actual,2020-04-14,July 2020,2020-07-31,"June 1, 2020",Actual,2020-06-01,"May 12, 2020",Actual,2020-05-12,NA,Interventional,COVILLE,,Prevalence of SARS -Cov2 Carriage in Asymptomatic and Mildly-symptomatic Children,"Prevalence of SARS -Cov2 Carriage in Asymptomatic and Mildly-symptomatic Children, a Cross-sectional, Prospective, Multicentre, Observational Study in Primary Care.",Completed,NA,N/A,605,Actual,Centre Hospitalier Intercommunal Creteil,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:51:25Z,2021-09-26T02:51:25Z,15339210,NCT04318431,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2020-09-14,2020-03-19,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-09-14,2020-09-16,Actual,"March 23, 2020",Actual,2020-03-23,September 2020,2020-09-30,"June 30, 2020",Actual,2020-06-30,"May 10, 2020",Actual,2020-05-10,NA,Observational,CODIV-ACE,,"ACE Inhibitors, Angiotensin II Type-I Receptor Blockers and Severity of COVID-19","ACE Inhibitors, Angiotensin II Type-I Receptor Blockers and Severity of COVID-19",Completed,NA,NA,3400,Actual,Neuromed IRCCS,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T02:51:25Z,2021-09-26T02:51:25Z,15339211,NCT04318418,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2020-12-15,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-12-15,2020-12-17,Actual,"March 19, 2020",Actual,2020-03-19,December 2020,2020-12-31,"March 19, 2022",Anticipated,2022-03-19,"March 19, 2022",Anticipated,2022-03-19,NA,Observational,COVID-BioB,,"COVID-19 Patients Characterization, Biobank, Treatment Response and Outcome Predictor","Study to Characterize Patients With SARS-Cov-2 Infection and to Create a Biobank to Identify Predictors of Disease Severity, Mortality and Treatment Response",Recruiting,NA,NA,1000,Anticipated,UniversitÃ  Vita-Salute San Raffaele,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T02:51:26Z,2021-09-26T02:51:26Z,15339216,NCT04318366,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-17,NA,NA,2021-05-13,2020-03-19,2020-03-23,Actual,NA,NA,NA,NA,NA,NA,2021-05-13,2021-05-17,Actual,"March 18, 2020",Actual,2020-03-18,May 2020,2020-05-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2020",Actual,2020-12-31,12 Months,Observational [Patient Registry],COVID19-HCW,,COVID-19: Healthcare Worker Bioresource: Immune Protection and Pathogenesis in SARS-CoV-2,COVID-19: Healthcare Worker Bioresource: Immune Protection and Pathogenesis in SARS-CoV-2,Recruiting,NA,NA,731,Anticipated,"University College, London",,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood samples Nasal and oropharygeal swabs Saliva samples
    ",24 months,NA,https://covid-consortium.com,Yes,Publication of results in open access journals; sharing of results in scientific databases.,2021-09-26T02:51:26Z,2021-09-26T02:51:26Z,15339224,NCT04318314,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2020-04-15,2020-03-19,2020-03-23,Actual,NA,NA,NA,NA,NA,NA,2020-04-15,2020-04-17,Actual,"April 14, 2020",Actual,2020-04-14,April 2020,2020-04-30,"March 31, 2021",Anticipated,2021-03-31,"December 31, 2020",Anticipated,2020-12-31,NA,Interventional,PHYDRA,,Hydroxychloroquine Chemoprophylaxis in Healthcare Personnel in Contact With COVID-19 Patients (PHYDRA Trial),Chemoprophylaxis With Hydroxychloroquine in Healthcare Personnel in Contact With COVID-19 Patients: A Randomized Controlled Trial (PHYDRA Trial),Recruiting,NA,Phase 3,400,Anticipated,"National Institute of Respiratory Diseases, Mexico",,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T02:51:28Z,2021-09-26T02:51:28Z,15339267,NCT04318015,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-13,NA,NA,2021-04-01,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2021-04-01,2021-04-05,Actual,"March 12, 2020",Actual,2020-03-12,April 2021,2021-04-30,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,UMODCOVID19,,Mechanisms for Organ Dysfunction in Covid-19,Uppsala Intensive Care Study of Mechanisms for Organ Dysfunction in Covid-19,Recruiting,NA,NA,300,Anticipated,Uppsala University,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood, Urine and Sputum
    ",NA,NA,NA,Undecided,IPD may be made available upon reasonable request.,2021-09-26T02:51:37Z,2021-09-26T02:51:37Z,15339412,NCT04316884,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-04-28,2020-03-20,2020-03-23,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Actual,"March 21, 2020",Actual,2020-03-21,April 2020,2020-04-30,"March 30, 2020",Actual,2020-03-30,"March 28, 2020",Actual,2020-03-28,NA,Observational,HT-COVID19,,Hypertension in Patients Hospitalized With COVID-19,"Hypertension in Patients Hospitalized With COVID-19 in Wuhan, China: A Single-center Retrospective Observational Study",Completed,NA,NA,275,Actual,Nanfang Hospital of Southern Medical University,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,None Retained,"
      Blood
    ",NA,NA,NA,Undecided,NA,2021-09-26T02:51:26Z,2021-09-26T02:51:26Z,15339226,NCT04318301,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2021-07-15,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2021-07-15,2021-07-22,Actual,"April 24, 2020",Actual,2020-04-24,July 2021,2021-07-31,"October 20, 2020",Actual,2020-10-20,"October 20, 2020",Actual,2020-10-20,NA,Interventional,SAC-COVID,,CD24Fc as a Non-antiviral Immunomodulator in COVID-19 Treatment (MK-7110-007),"A Randomized, Double-blind, Placebo-controlled, Multi-site, Phase III Study to Evaluate the Safety and Efficacy of CD24Fc in COVID-19 Treatment",Completed,NA,Phase 3,243,Actual,"OncoImmune, Inc.",,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,http://engagezone.msd.com/ds_documentation.php,Yes,http://engagezone.msd.com/doc/ProcedureAccessClinicalTrialData.pdf,2021-09-26T02:51:36Z,2021-09-26T02:51:36Z,15339395,NCT04317040,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-13,NA,NA,2020-06-04,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-06-04,2020-06-05,Actual,"March 25, 2020",Actual,2020-03-25,June 2020,2020-06-30,"March 3, 2025",Anticipated,2025-03-03,"May 25, 2020",Actual,2020-05-25,NA,Interventional,NO COVID-19,,Norwegian Coronavirus Disease 2019 Study,Norwegian Coronavirus Disease 2019 Study: An Open Labeled Randomized Controlled Pragmatic Trial to Evaluate the Antiviral Effect of Chloroquine in Adult Patients With SARS-CoV-2 Infection,"Active, not recruiting",NA,Phase 4,53,Actual,"University Hospital, Akershus",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-09-26T02:51:43Z,2021-09-26T02:51:43Z,15339473,NCT04316377,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-17,NA,NA,2020-03-26,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-26,2020-03-30,Actual,"February 26, 2020",Actual,2020-02-26,March 2020,2020-03-31,"March 8, 2020",Actual,2020-03-08,"February 28, 2020",Actual,2020-02-28,NA,Observational,NA,,Acute Kidney Injury in Patients Hospitalized With COVID-19,"Acute Kidney Injury in Patients Hospitalized With COVID-19 in Wuhan, China: a Single-center Retrospective Observational Study",Completed,NA,NA,287,Actual,Nanfang Hospital of Southern Medical University,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T02:51:44Z,2021-09-26T02:51:44Z,15339479,NCT04316299,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,NA,NA,2020-04-05,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-04-05,2020-04-07,Actual,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,"May 31, 2020",Anticipated,2020-05-31,"April 30, 2020",Anticipated,2020-04-30,NA,Observational,NA,,Predictors of Respiratory Failure in SARS-Cov-2 Infection,Predictors of Respiratory Failure Requiring ICU Admission Among Hospitalized Patients With SARS-Cov-2 Infection,Recruiting,NA,NA,350,Anticipated,University of Bologna,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,Participant from other centers may request to analyze the registry for other purposes upon IRB and study group approval,2021-09-26T02:51:37Z,2021-09-26T02:51:37Z,15339406,NCT04316949,SARS-CoV-2 Pneumonia,sars-cov-2 pneumonia
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-13,NA,NA,2021-09-15,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2021-09-15,2021-09-16,Actual,"March 22, 2020",Actual,2020-03-22,July 2021,2021-07-31,March 2023,Anticipated,2023-03-31,March 2023,Anticipated,2023-03-31,NA,Interventional,DisCoVeRy,,Trial of Treatments for COVID-19 in Hospitalized Adults,"Multi-centre, Adaptive, Randomized Trial of the Safety and Efficacy of Treatments of COVID-19 in Hospitalized Adults",Recruiting,NA,Phase 3,2416,Anticipated,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",,7,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,"Study protocol and statistical analysis plan will be available from September 2020 with no time limit.
Other data will be available upon request after first publication of the results for at least 5 years",Study protocol and statistical analysis plan will be published. All requests for the trial's data will be considered by the French DisCoVeRy Trial Management Team that can be contacted via the principal investigator: florence.ader@chu-lyon.fr,NA,Yes,"Study protocol and statistical analysis plan will be available. Systematic individual patient data sharing is not intended, but all requests for the trial's data will be considered by the French DisCoVeRy Trial Management Team.",2021-09-26T02:51:48Z,2021-09-26T02:51:48Z,15339527,NCT04315948,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-18,NA,NA,2020-07-24,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-07-24,2020-07-27,Actual,"April 14, 2020",Actual,2020-04-14,July 2020,2020-07-31,"August 15, 2020",Anticipated,2020-08-15,"July 1, 2020",Actual,2020-07-01,NA,Interventional,HYDRA,,Hydroxychloroquine Treatment for Severe COVID-19 Pulmonary Infection (HYDRA Trial),Hydroxychloroquine Treatment for Severe COVID-19 Respiratory Disease: Randomised Clinical Trial (HYDRA Trial),"Active, not recruiting",NA,Phase 3,500,Anticipated,"National Institute of Respiratory Diseases, Mexico",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,As requested by other investigators.,2021-09-26T02:51:49Z,2021-09-26T02:51:49Z,15339533,NCT04315896,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-17,NA,NA,2021-04-13,2020-03-17,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2021-04-13,2021-04-14,Actual,"March 17, 2020",Actual,2020-03-17,April 2021,2021-04-30,"January 1, 2023",Anticipated,2023-01-01,"January 1, 2023",Anticipated,2023-01-01,NA,Observational,CovidTox,,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Recruiting,NA,NA,1000,Anticipated,Groupe Hospitalier Pitie-Salpetriere,,NA,1,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,No individual data is available per se. They need to be retrieved from the World Health Organization.,2021-09-26T02:52:08Z,2021-09-26T02:52:08Z,15339702,NCT04314817,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-15,2021-07-23,NA,2021-09-16,2020-03-17,2020-03-19,Actual,2021-09-16,2021-09-23,Actual,NA,NA,NA,2021-09-16,2021-09-23,Actual,"March 18, 2020",Actual,2020-03-18,September 2021,2021-09-30,"September 2, 2020",Actual,2020-09-02,"July 24, 2020",Actual,2020-07-24,NA,Interventional,NA,,Evaluation of the Efficacy and Safety of Sarilumab in Hospitalized Patients With COVID-19,"An Adaptive Phase 2/3, Randomized, Double-Blind, Placebo-Controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID-19",Completed,NA,Phase 2/Phase 3,1912,Actual,Regeneron Pharmaceuticals,,6,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,"Individual anonymized participant data will be considered for sharing once the indication has been approved by a regulatory body, if there is legal authority to share the data and there is not a reasonable likelihood of participant re-identification","Qualified researchers may request access to anonymized patient level data or aggregate study data when Regeneron has received marketing authorization from major health authorities (e.g., FDA, EMA, PMDA, etc) for the product and indication, has the legal authority to share the data, and has made the study results publicly available (eg, scientific publication, scientific conference, clinical trial registry).",https://vivli.org/,Yes,All IPD that underlie publicly available results will be considered for sharing,2021-09-26T02:51:54Z,2021-09-26T02:51:54Z,15339639,NCT04315298,COVID-19,covid-19
