nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,mesh_term,downcase_mesh_term,mesh_type
NA,2020-04-29,NA,NA,2020-04-29,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-29,2020-04-30,Actual,"April 23, 2020",Actual,2020-04-23,April 2020,2020-04-30,"May 31, 2020",Anticipated,2020-05-31,"May 23, 2020",Anticipated,2020-05-23,NA,Observational,POCUSars-CoV-2,NA,Accuracy of Lung Ultrasound in the Diagnosis of covid19 Pneumonia,Accuracy of Lung Ultrasound in the Diagnosis of covid19 Pneumonia: a Multicenter Study in the Italian Outbreak,Recruiting,NA,NA,235,Anticipated,Ospedale di Latisana,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:27Z,2021-10-12T07:16:27Z,1199932,NCT04370275,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2020-05-05,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2020-05-05,2020-05-06,Actual,"March 20, 2020",Actual,2020-03-20,May 2020,2020-05-31,"April 22, 2020",Actual,2020-04-22,"April 22, 2020",Actual,2020-04-22,NA,Interventional,NA,NA,Home Pulse Oximeter Use in Patients With COVID-19,Utilizing Home Pulse Oximetry for Patients With COVID-19 To Monitor Disease Progression,Completed,NA,Not Applicable,209,Actual,Swedish Hospital,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:05Z,2021-10-12T07:16:05Z,1198154,NCT04373161,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2020-10-23,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-10-23,2020-10-26,Actual,"September 1, 2020",Actual,2020-09-01,July 2020,2020-07-31,"October 23, 2020",Actual,2020-10-23,"October 23, 2020",Actual,2020-10-23,NA,Interventional,KILLER,NA,"Povidone Iodine Mouthwash, Gargle, and Nasal Spray to Reduce Naso- Pharyngeal Viral Load in Patients With COVID-19","Povidone Iodine Mouthwash, Gargle, and Nasal Spray to Reduce Naso- Pharyngeal Viral Load in Patients With SARS-CoV-2",Completed,NA,Phase 2,24,Actual,Poitiers University Hospital,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:14Z,2021-10-12T07:16:14Z,1198755,NCT04371965,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2021-04-06,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-04-06,2021-04-09,Actual,"April 8, 2020",Actual,2020-04-08,April 2021,2021-04-30,"April 30, 2022",Anticipated,2022-04-30,"April 30, 2022",Anticipated,2022-04-30,NA,Observational,NA,NA,"Understanding Immunity to SARS-CoV-2, the Coronavirus Causing COVID-19","Understanding Immunity to SARS-CoV-2, the Coronavirus Causing COVID-19",Recruiting,NA,NA,1000,Anticipated,Stanford University,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"Blood sample and optional nasopharyngeal swab, cheek swab with saliva collection, nasal swab, stool sample, blood microsample, and endotracheal aspirate (sputum samples)",NA,NA,NA,No,NA,2021-10-12T07:16:04Z,2021-10-12T07:16:04Z,1198045,NCT04373148,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-24,NA,NA,2020-12-18,2020-04-29,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2020-12-18,2020-12-21,Actual,"September 14, 2020",Actual,2020-09-14,December 2020,2020-12-31,June 2021,Anticipated,2021-06-30,May 2021,Anticipated,2021-05-31,NA,Interventional,PLASCOSSA,NA,Efficacy of Convalescent Plasma Therapy in the Early Care of COVID-19 Patients.,Evaluation Of Efficacy Of COVID-19 Convalescent Plasma Versus Standard Plasma In The Early Care Of COVID-19 Patients Hospitalized Outside Intensive Care Units.,Recruiting,NA,Phase 3,80,Anticipated,Direction Centrale du Service de SantÃ© des ArmÃ©es,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:06Z,2021-10-12T07:16:06Z,1198230,NCT04372979,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-22,NA,NA,2020-06-29,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-06-29,2020-06-30,Actual,"April 30, 2020",Actual,2020-04-30,May 2020,2020-05-31,"December 30, 2020",Anticipated,2020-12-30,"May 31, 2020",Actual,2020-05-31,NA,Observational,NA,NA,Study of Resilience and Loneliness in Youth (18 - 25 Years Old) During the COVID-19 Pandemic Lock-down Measures.,Mental Health Implications During and After the COVID-19 Pandemic Lock-down Measures in Youth (18 - 25 Years Old) in French-Speaking Belgium and Italy: Resilience and Loneliness Evaluation.,"Active, not recruiting",NA,NA,800,Actual,Erasme University Hospital,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:16:20Z,2021-10-12T07:16:20Z,1199367,NCT04371250,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2021-03-31,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2021-03-31,2021-04-01,Actual,"April 27, 2020",Actual,2020-04-27,March 2021,2021-03-31,May 2025,Anticipated,2025-05-31,May 2021,Anticipated,2021-05-31,NA,Observational,SeCo,NA,Screening for COVID-19 and Monitoring of Serological Responses to SARS-CoV-2 in Healthcare Workers,Screening for SARS-CoV-2-Infections and Monitoring of Serological Responses to SARS-CoV-2 in Healthcare Workers,Recruiting,NA,NA,4000,Anticipated,University Medicine Greifswald,NA,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"Serum, nasal/throat swabs",NA,NA,NA,No,NA,2021-10-12T07:16:26Z,2021-10-12T07:16:26Z,1199920,NCT04370119,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2021-09-09,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-09-09,2021-09-13,Actual,"June 1, 2020",Actual,2020-06-01,September 2021,2021-09-30,"June 1, 2022",Anticipated,2022-06-01,"April 1, 2022",Anticipated,2022-04-01,NA,Interventional,TREATNOW,NA,Trial of Early Therapies During Non-hospitalized Outpatient Window for COVID-19,Trial of Early Therapies During Non-hospitalized Outpatient Window (TREAT NOW) for COVID-19,Recruiting,NA,Phase 2,600,Anticipated,Vanderbilt University Medical Center,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:09Z,2021-10-12T07:16:09Z,1198459,NCT04372628,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,2021-08-04,NA,2021-09-23,2020-04-29,2020-05-01,Actual,2021-09-23,2021-09-27,Actual,NA,NA,NA,2021-09-23,2021-09-27,Actual,"May 14, 2020",Actual,2020-05-14,September 2021,2021-09-30,"December 1, 2021",Anticipated,2021-12-01,"August 18, 2020",Actual,2020-08-18,NA,Interventional,EMPACTA,"mITT population = all randomized participants who received study treatment, grouped according to the treatment assigned at randomization. Participants not receiving study treatment were excluded from analyses.",A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Patients With COVID-19 Pneumonia","Active, not recruiting",NA,Phase 3,377,Actual,"Genentech, Inc.",NA,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform (www.vivli.org). Further details on Roche's criteria for eligible studies are available here (https://vivli.org/ourmember/roche/). For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm).",2021-10-12T07:16:12Z,2021-10-12T07:16:12Z,1198686,NCT04372186,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-24,NA,NA,2021-07-26,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-07-26,2021-07-27,Actual,"May 20, 2020",Actual,2020-05-20,January 2021,2021-01-31,"May 17, 2021",Actual,2021-05-17,"May 17, 2021",Actual,2021-05-17,NA,Interventional,ATTACC,NA,Antithrombotic Therapy to Ameliorate Complications of COVID-19 (ATTACC),"Antithrombotic Therapy to Ameliorate Complications of COVID-19 (ATTACC), in Collaboration With Accelerating COVID-19 Therapeutic Interventions and Vaccines (ACTIV-4)",Completed,NA,Phase 2/Phase 3,1200,Actual,University of Manitoba,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:10Z,2021-10-12T07:16:10Z,1198515,NCT04372589,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-28,NA,NA,2021-02-23,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2021-02-23,2021-02-24,Actual,"April 9, 2020",Actual,2020-04-09,February 2021,2021-02-28,"August 31, 2020",Actual,2020-08-31,"August 31, 2020",Actual,2020-08-31,NA,Observational,VIRUS,NA,Construction of a Composite Clinical-echo Score Predictive of a Risk of Short-term Aggravation of Respiratory Impairment in Patients Suspected of Covid-19,Construction of a Composite Clinical-echo Score Predictive of a Risk of Short-term Aggravation of Respiratory Impairment in Patients Suspected of Covid-19,Completed,NA,NA,313,Actual,Nantes University Hospital,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:33Z,2021-10-12T07:16:33Z,1200409,NCT04370249,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2021-03-02,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-03-02,2021-03-04,Actual,"April 22, 2020",Actual,2020-04-22,March 2021,2021-03-31,"October 22, 2021",Anticipated,2021-10-22,"October 22, 2021",Anticipated,2021-10-22,NA,Interventional,INVICTUS,NA,WeanINg From Mechanical Ventilation for ARDS CovId-19 Patients Guided by Combined Thoracic UltraSound,"WeanINg From Mechanical Ventilation for ARDS CovId-19 Patients Guided by Combined Thoracic UltraSound: a Prospective, Multicenter, Randomized, Open-label, Parallel-group Clinical Trial",Recruiting,NA,Not Applicable,200,Anticipated,"University Hospital, Toulouse",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:07Z,2021-10-12T07:16:07Z,1198315,NCT04372680,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-27,NA,NA,2020-08-05,2020-04-28,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-08-05,2020-08-07,Actual,"August 10, 2020",Anticipated,2020-08-10,August 2020,2020-08-31,August 2023,Anticipated,2023-08-31,June 2021,Anticipated,2021-06-30,NA,Interventional,BATTLE,NA,"COVID-19: BCG As Therapeutic Vaccine, Transmission Limitation, and Immunoglobulin Enhancement","COVID-19: BCG As Therapeutic Vaccine, Transmission Limitation, and Immunoglobulin Enhancement",Recruiting,NA,Phase 4,1000,Anticipated,"University of Campinas, Brazil",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:29Z,2021-10-12T07:16:29Z,1200149,NCT04369794,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-24,NA,NA,2021-08-27,2020-04-28,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2021-08-27,2021-08-30,Actual,"August 19, 2020",Actual,2020-08-19,August 2021,2021-08-31,"August 26, 2021",Actual,2021-08-26,"April 28, 2021",Actual,2021-04-28,NA,Interventional,NA,NA,Effectiveness of Using a Meditation App in Reducing Anxiety and Improving Well-being During the Covid-19 Pandemic,Effectiveness of Using a Meditation App in Reducing Anxiety and Improving Well-being During the Covid-19 Pandemic,Completed,NA,Not Applicable,103,Actual,Lake Erie College of Osteopathic Medicine,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Upon publication of findings,Upon written request to corresponding author on publication,NA,Yes,"De-identified participant data will be reported as individual data points, as well as means +/- SD or medians with quartiles.",2021-10-12T07:16:33Z,2021-10-12T07:16:33Z,1200480,NCT04369378,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2020-06-05,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-06-05,2020-06-09,Actual,"April 17, 2020",Actual,2020-04-17,June 2020,2020-06-30,"June 5, 2020",Actual,2020-06-05,"June 4, 2020",Actual,2020-06-04,10 Days,Observational [Patient Registry],QT-Logs,NA,QT-Logs : Artificial Intelligence for QT Interval Analysis of ECG From Smartwatches in Patient Receiving Treatment for Covid-19,"QT-Logs : a Clinical Study to Monitor Cardiac Safety, With Artificial Intelligence for QT Interval Analysis of ECG Data From Smartwatches, in Patients Receiving Hydroxychloroquine Treatment for COVID-19",Completed,NA,NA,100,Actual,Assistance Publique Hopitaux De Marseille,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:15Z,2021-10-12T07:16:15Z,1198934,NCT04371744,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2020-04-30,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-04,Actual,"March 31, 2020",Actual,2020-03-31,April 2020,2020-04-30,November 2020,Anticipated,2020-11-30,September 2020,Anticipated,2020-09-30,NA,Interventional,C5-COV,NA,C5a Receptor Expression - COVID-19 (C5-COV),C5a Receptor Expression in Circulating Myeloid Cells in ARDS Secondary to COVID-19,Recruiting,NA,Not Applicable,100,Anticipated,Assistance Publique Hopitaux De Marseille,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:29Z,2021-10-12T07:16:29Z,1200178,NCT04369820,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-26,NA,NA,2020-12-08,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-12-08,2020-12-09,Actual,"April 28, 2020",Actual,2020-04-28,December 2020,2020-12-31,"September 30, 2020",Actual,2020-09-30,"September 30, 2020",Actual,2020-09-30,NA,Interventional,NA,NA,Hydroxychloroquine and Zinc With Either Azithromycin or Doxycycline for Treatment of COVID-19 in Outpatient Setting,A Randomized Study Evaluating the Safety and Efficacy of Hydroxychloroquine and Zinc in Combination With Either Azithromycin or Doxycycline for the Treatment of COVID-19 in the Outpatient Setting,Completed,NA,Phase 4,18,Actual,"St. Francis Hospital, New York",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:22Z,2021-10-12T07:16:22Z,1199623,NCT04370782,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2020-07-01,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-07-01,2020-07-02,Actual,"May 4, 2020",Actual,2020-05-04,April 2020,2020-04-30,"June 4, 2020",Actual,2020-06-04,"June 4, 2020",Actual,2020-06-04,NA,Observational,CONFIDODO,NA,Sleep Quality During COVID-19 Containment in Children Whether or Not Usually Followed in Child Psychiatry,"Sleep Quality During COVID-19 Containment in Children 7 to 12 Years Old, Whether or Not Usually Followed in Child Psychiatry",Completed,NA,NA,247,Actual,Centre Hospitalier RenÃ© Dubos,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:27Z,2021-10-12T07:16:27Z,1199957,NCT04370210,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-22,NA,NA,2021-05-06,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2021-05-06,2021-05-10,Actual,"April 21, 2020",Actual,2020-04-21,May 2021,2021-05-31,"May 31, 2023",Anticipated,2023-05-31,"May 31, 2023",Anticipated,2023-05-31,NA,Observational,COVERSCAN,NA,Mapping Organ Health Following COVID-19 Disease Due to SARS-CoV-2 Infection,Mapping Organ Health Following COVID-19 Disease Due to SARS-CoV-2 Infection,Recruiting,NA,NA,507,Anticipated,Perspectum,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"The tests consist of complete blood count (CBC), biochemical profile (e.g., electrolyte and renal panel, liver serum biochemistry) and stored serum/plasma.

Genetic testing for genetic variants associated with this disease will also be carried out if the participant gives informed consent for genetic testing.",NA,NA,NA,No,"Access to study data and/or results will be granted to Health Data Research UK (HDRUK), Public Health England (PHE) and to the World Health Organization (WHO).

Furthermore, at the end of the study, the pooled and anonymous results of the questionnaires will be available to all participants upon their request. No individual participant will be identified.",2021-10-12T07:16:31Z,2021-10-12T07:16:31Z,1200236,NCT04369807,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-27,NA,NA,2020-04-29,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-29,2020-05-01,Actual,"April 27, 2020",Actual,2020-04-27,April 2020,2020-04-30,"December 27, 2020",Anticipated,2020-12-27,"August 27, 2020",Anticipated,2020-08-27,NA,Interventional,NA,NA,"A Single-blinded, Randomized, Placebo Controlled Phase II Trial of Prophylactic Treatment With Oral Azithromycin Versus Placebo in Cancer Patients Undergoing Antineoplastic Treatment During the Corona Virus Disease 19 (COVID-19) Pandemic","A Single-blinded, Randomized, Placebo Controlled Phase II Trial of Prophylactic Treatment With Oral Azithromycin Versus Placebo in Cancer Patients Undergoing Antineoplastic Treatment During the Corona Virus Disease 19 (COVID-19) Pandemic",Recruiting,NA,Phase 2,200,Anticipated,Medical University of Vienna,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:33Z,2021-10-12T07:16:33Z,1200497,NCT04369365,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-27,NA,NA,2020-04-30,2020-04-27,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-01,Actual,"April 22, 2020",Actual,2020-04-22,April 2020,2020-04-30,"October 22, 2020",Anticipated,2020-10-22,"October 22, 2020",Anticipated,2020-10-22,NA,Interventional,PredictCovidT,NA,Blood Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Kidney Transplant Patients,Blood Innate Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Kidney Transplant Patients,Recruiting,NA,Not Applicable,115,Anticipated,Centre Hospitalier Universitaire de Nice,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:32Z,2021-10-12T07:16:32Z,1200322,NCT04369456,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-27,NA,NA,2021-05-18,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2021-05-18,2021-05-19,Actual,"April 28, 2020",Actual,2020-04-28,May 2021,2021-05-31,February 2022,Anticipated,2022-02-28,December 2021,Anticipated,2021-12-31,NA,Interventional,Curie-O-SA,NA,"COVID-19 Study of the Serological Response Against the Severe Acute Respiratory Syndrome (SARS) Coronavirus 2 (CoV-2) Virus in 2 Types of Employees, Hospital and Non-hospital, at Institute Curie and Institute Pasteur","COVID-19 Study of the Serological Response Against the SARS-CoV-2 Virus in 2 Types of Employees, Hospital and Non-hospital, at Institute Curie and Institute Pasteur","Active, not recruiting",NA,Not Applicable,1971,Actual,Institut Curie,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:35Z,2021-10-12T07:16:35Z,1200591,NCT04369066,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-20,NA,NA,2021-02-12,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2021-02-12,2021-02-16,Actual,"April 20, 2020",Actual,2020-04-20,February 2021,2021-02-28,"February 23, 2021",Anticipated,2021-02-23,"February 23, 2021",Anticipated,2021-02-23,NA,Interventional,SAVIOR,NA,Study Assessing Vagus Nerve Stimulation in CoViD-19 Respiratory Symptoms,"A Prospective, Randomized, Controlled Study Assessing Vagus Nerve Stimulation in CoViD-19 Respiratory Symptoms (SAVIOR)","Active, not recruiting",NA,Not Applicable,110,Actual,Hospital ClÃ­nico Universitario de Valencia,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:16:43Z,2021-10-12T07:16:43Z,1201290,NCT04368156,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-20,NA,NA,2021-07-31,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2021-07-31,2021-08-03,Actual,"April 27, 2020",Actual,2020-04-27,July 2021,2021-07-31,August 2021,Anticipated,2021-08-31,August 2021,Anticipated,2021-08-31,NA,Interventional,COVMUM,NA,Psychological Impact of the Lockdown on Patients Giving Birth During the COVID-19 Epidemic Short Title : Isolement and Childbirth: Psychological Impact,Psychological Impact of the Lockdown on Patients Giving Birth During the COVID-19 Epidemic,"Active, not recruiting",NA,Not Applicable,287,Actual,Assistance Publique - HÃ´pitaux de Paris,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:52Z,2021-10-12T07:16:52Z,1202008,NCT04366817,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-21,NA,NA,2021-04-20,2020-04-26,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2021-04-20,2021-04-21,Actual,"March 20, 2020",Actual,2020-03-20,April 2021,2021-04-30,"June 30, 2021",Anticipated,2021-06-30,"April 9, 2020",Actual,2020-04-09,NA,Observational,PRON-COVID,NA,The Prone Position in Covid-19 Affected Patients,"Study of the Feasibility and Usefulness of the Prone Position in Patients With Respiratory Distress From Covid-19 Not Intubated, in Spontaneous Breath in Oxygen Therapy or Cpap","Active, not recruiting",NA,NA,56,Actual,University of Milano Bicocca,NA,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:17:00Z,2021-10-12T07:17:00Z,1202690,NCT04365959,Coronavirus Infections,coronavirus infections,mesh-ancestor
